# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P28 - Vx (km hr^-1) ,P29 - n1 (rev min^-1) ,P30 - n2 (rev min^-1) ,P17 - R1 (N) ,P18 - R2 (N) ,P19 - rx ring 1 (N) ,P20 - rx ring 2 (N) ,P21 - rx wmg (N) ,P22 - rx body (N) ,P23 - rx sum (N) ,P24 - mx1 (J) ,P25 - mx2 (J) ,P26 - mx wmg (J) ,P27 - mx sum (J) 
Name,P1,P2,P28,P29,P30,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27
1,30,-27.5,0,0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0
2,30,-27.5,0,0.01,-250,-3.61169,23.8964,0.938857,8.43525,26.2012,1.77998,27.9811,0.146427,1.09605,0.915881,0.912968
3,30,-27.5,0,0.01,-500,-14.3794,99.3129,12.0727,40.6567,128.564,-11.1769,117.388,0.568078,4.46151,3.70233,3.7006
4,30,-27.5,0,0.01,-750,-32.1388,226.597,36.1612,98.1,308.805,-18.6484,290.156,1.26328,10.074,8.2702,8.2681
5,30,-27.5,0,0.01,-1000,-56.6872,405.228,73.144,179.999,566.612,-32.4362,534.175,2.2225,17.9076,14.6304,14.6274
6,30,-27.5,0,250,-0.01,29.6866,-5.27403,13.8458,-2.08277,31.6559,-1.44907,30.2068,-1.42297,-0.130556,-1.12776,-1.13077
7,30,-27.5,0,250,-250,28.1405,22.1121,13.8257,4.34334,64.0012,-3.20431,60.7969,-1.42445,1.25271,-0.117062,-0.120248
8,30,-27.5,0,250,-500,13.345,106.846,25.191,35.8607,170.133,-14.0737,156.059,-0.949459,5.00049,2.95741,2.95561
9,30,-27.5,0,250,-750,-9.34209,238.722,54.9797,89.0004,348.649,-21.5699,327.079,0.0917468,10.7714,7.77416,7.77207
10,30,-27.5,0,250,-1000,-35.3224,418.563,97.0582,164.969,602.117,-35.494,566.623,1.29235,18.6948,14.1717,14.1688
11,30,-27.5,0,500,-0.01,122.045,-19.6457,66.5625,-5.47374,150.811,-23.6697,127.141,-5.76361,-0.465381,-4.55112,-4.55291
12,30,-27.5,0,500,-250,123.24,-7.98992,62.6248,-0.346391,165.51,-23.464,142.046,-5.82071,0.122594,-4.34129,-4.34314
13,30,-27.5,0,500,-500,117.049,95.0077,69.0543,23.4765,292.027,-24.9591,267.068,-5.79394,5.18668,-0.540922,-0.543011
14,30,-27.5,0,500,-750,94.9431,242.001,88.4392,81.2099,484.406,-31.0346,453.371,-5.28151,11.6529,4.76763,4.76536
15,30,-27.5,0,500,-1000,57.0217,434.541,122.463,163.656,733.86,-42.47,691.39,-3.89759,19.9796,11.5572,11.5543
16,30,-27.5,0,750,-0.01,273.678,-41.9101,155.458,-10.3903,349.591,-44.9792,304.612,-12.8544,-0.956405,-9.97947,-9.98149
17,30,-27.5,0,750,-250,276.416,-33.9556,150.772,-4.85273,360.959,-44.9795,315.98,-12.9604,-0.635313,-9.79938,-9.80145
18,30,-27.5,0,750,-500,273.181,49.0669,156.049,14.6952,465.447,-46.7234,418.724,-13.0006,3.7029,-7.09148,-7.09374
19,30,-27.5,0,750,-750,264.606,224.258,166.621,58.7542,687.25,-50.6383,636.612,-13.0088,12.008,-1.10835,-1.11099
20,30,-27.5,0,750,-1000,239.203,426.139,196.009,139.505,963.536,-61.3444,902.192,-12.5763,20.9414,6.12487,6.12167
21,30,-27.5,0,1000,-0.01,487.325,-73.1975,282.619,-19.9377,626.169,-77.5254,548.644,-22.7716,-1.59547,-17.6021,-17.6049
22,30,-27.5,0,1000,-250,490.267,-60.5867,279.521,-11.7798,648.192,-78.1126,570.08,-22.9361,-0.907678,-16.9441,-16.9468
23,30,-27.5,0,1000,-500,486.321,-14.2733,285.685,8.14676,719.731,-80.5304,639.201,-22.9294,1.15064,-16.0527,-16.0556
24,30,-27.5,0,1000,-750,481.767,163.376,292.41,45.3049,936.547,-83.1584,853.389,-23.028199999999998,10.283,-9.76911,-9.7723
25,30,-27.5,0,1000,-1000,470.54,406.08,307.915,109.291,1246.76,-88.8743,1157.88,-23.0606,21.5367,-1.81685,-1.82047
26,30,-27.5,2.5,0.01,-0.01,-1.66135,-1.69813,-3.73065,-1.03443,-8.52812,-1.01569,-9.54381,0.073212,-0.0543195,-0.016402,-0.0158591
27,30,-27.5,2.5,0.01,-250,-4.29603,21.5942,-3.09275,3.95002,15.7301,-3.96672,11.7633,0.178889,1.04907,0.798432,0.798446
28,30,-27.5,2.5,0.01,-500,-15.154,97.349,2.31771,32.0555,107.351,-12.9154,94.4359,0.604095,4.43403,3.53281,3.53215
29,30,-27.5,2.5,0.01,-750,-33.091,224.732,19.6213,85.2069,275.928,-26.4982,249.429,1.30566,10.0545,8.11723,8.11565
30,30,-27.5,2.5,0.01,-1000,-57.8413,403.468,49.5371,162.918,521.936,-44.3321,477.604,2.27256,17.8959,14.4817,14.479
31,30,-27.5,2.5,250,-0.01,28.1392,-6.67892,6.37691,-3.86286,20.1264,-7.89899,12.2274,-1.37399,-0.166788,-0.98391,-0.984044
32,30,-27.5,2.5,250,-250,26.78,18.6875,5.54719,0.456767,48.6417,-9.57031,39.0714,-1.37121,1.12299,-0.164677,-0.164955
33,30,-27.5,2.5,250,-500,12.0905,105.538,14.9015,25.7084,148.151,-17.4972,130.654,-0.886558,4.95726,2.95124,2.95043
34,30,-27.5,2.5,250,-750,-10.5524,238.321,37.0481,74.7242,315.614,-30.5818,285.033,0.158444,10.7598,7.71355,7.71193
35,30,-27.5,2.5,250,-1000,-36.0358,418.338,71.8315,146.651,557.698,-48.5275,509.171,1.32747,18.6975,14.0224,14.0196
36,30,-27.5,2.5,500,-0.01,122.026,-20.9831,49.6703,-7.22503,128.578,-26.4592,102.119,-5.73733,-0.47173,-4.16141,-4.16229
37,30,-27.5,2.5,500,-250,122.387,-9.30514,47.8345,-3.35893,145.523,-27.3213,118.201,-5.79166,0.0790978,-4.25937,-4.26031
