# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
1,20,-22.5,0,0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0
2,20,-22.5,0,0.01,-250,-2.8931427,19.33873,3.9149997,8.2605667,27.216732,-0.77244818,26.444283,0.070457093,0.78501433,0.50144291,0.50140691
3,20,-22.5,0,0.01,-500,-11.511567,83.369873,15.319963,32.06831,113.17546,-4.3070736,108.86839,0.28497267,3.2303298,2.4274831,2.4272871
4,20,-22.5,0,0.01,-750,-25.707478,191.9894,34.583832,71.054199,258.38684,-9.7769947,248.60986,0.64309168,7.3111567,5.6453552,5.6448979
5,20,-22.5,0,0.01,-1000,-45.367172,343.36932,61.669559,125.53123,461.25937,-17.199055,444.0603,1.1379361,12.959419,10.066545,10.065756
6,20,-22.5,0,250,-0.01,19.96954,-4.1212921,10.018357,-0.41629964,23.359756,-2.1250281,21.234726,-0.7299841,-0.096360222,-0.66005212,-0.66008759
7,20,-22.5,0,250,-250,16.778934,16.614305,11.043119,6.7428908,49.549931,-2.7704639,46.779476,-0.67274499,0.81114233,-0.002991367,-0.003052581
8,20,-22.5,0,250,-500,3.3514109,88.205307,22.942562,29.169046,137.02673,-5.959249,131.06749,-0.34578863,3.4842181,2.2544248,2.2542331
9,20,-22.5,0,250,-750,-17.520611,200.80977,40.966869,67.741501,277.16071,-11.145344,266.01538,0.26595989,7.6151352,5.6722579,5.6718383
10,20,-22.5,0,250,-1000,-40.147308,353.25854,69.476044,118.51488,474.45474,-18.786381,455.66837,0.96798933,13.269068,10.159318,10.158557
11,20,-22.5,0,500,-0.01,79.988869,-17.039053,40.308552,-0.84155422,93.829277,-9.5823689,84.24691,-2.8594189,-0.39425123,-2.3861425,-2.38627
12,20,-22.5,0,500,-250,79.493683,-4.1498876,39.826359,3.3051717,112.23302,-9.7867088,102.44629,-2.8518806,0.15446332,-2.1339047,-2.1340444
13,20,-22.5,0,500,-500,69.515602,70.308624,44.981674,28.122408,206.43961,-12.487034,193.95258,-2.7074375,3.3056004,-0.003760209,-0.00409161
14,20,-22.5,0,500,-750,46.94381,197.26842,55.694538,67.939194,352.40247,-16.086222,336.31622,-2.2018702,7.9489741,4.4285698,4.4281535
15,20,-22.5,0,500,-1000,16.688921,360.74927,89.718346,115.8963,556.88763,-23.551537,533.33606,-1.4091054,13.887765,9.2645845,9.2638664
16,20,-22.5,0,750,-0.01,180.26758,-38.150021,89.636139,-0.92300498,211.30273,-21.711296,189.59143,-6.3600965,-0.87532622,-4.9293666,-4.929646
17,20,-22.5,0,750,-250,178.25455,-26.087942,90.800896,5.8640995,231.71738,-22.27569,209.44168,-6.3328238,-0.47793615,-4.5577374,-4.5580425
18,20,-22.5,0,750,-500,175.04411,38.615952,89.854317,18.073605,307.43103,-23.023785,284.40723,-6.2777262,2.3805194,-3.3313429,-3.3316839
19,20,-22.5,0,750,-750,157.06403,169.53572,96.459724,57.477486,466.59717,-26.410721,440.18646,-5.9729137,7.6016207,1.07854,1.0780437
20,20,-22.5,0,750,-1000,127.38097,343.60898,111.70249,117.05445,674.72003,-32.112026,642.60797,-5.390872,14.04844,6.8287044,6.8279634
21,20,-22.5,0,1000,-0.01,321.41086,-67.204498,157.23538,-0.26771212,376.42178,-38.596283,337.8255,-11.251348,-1.5284594,-8.5627022,-8.5631733
22,20,-22.5,0,1000,-250,318.40289,-40.563034,161.25204,7.6742558,412.74075,-39.236797,373.50397,-11.214681,-0.34027717,-6.8941631,-6.8946638
23,20,-22.5,0,1000,-500,319.24039,-8.6888561,158.26288,13.579607,457.04752,-39.45705,417.59045,-11.221968,0.82842243,-7.9404764,-7.9409885
24,20,-22.5,0,1000,-750,306.45248,123.1237,161.03862,45.999451,611.01068,-41.901817,569.10895,-11.021799,6.4175386,-4.2269206,-4.2275548
