# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
1,20,-27.5,0,0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0
2,20,-27.5,0,0.01,-250,-4.1997347,23.987326,0.74736899,8.7334166,26.426838,1.9314895,28.358328,0.10927712,1.0867109,0.88377893,0.8815527
3,20,-27.5,0,0.01,-500,-16.78488,99.832916,10.80129,41.73999,127.47845,-10.590671,116.88778,0.42738435,4.4248977,3.5579333,3.5564218
4,20,-27.5,0,0.01,-750,-37.685844,227.62703,32.881176,100.39597,305.30872,-18.097904,287.21082,0.95635021,9.9886503,7.9317799,7.9297543
5,20,-27.5,0,0.01,-1000,-66.614609,407.08881,66.996605,184.05159,559.80347,-31.438021,528.36548,1.6880434,17.761126,14.039577,14.036655
6,20,-27.5,0,250,-0.01,19.258652,-4.0572906,4.8769755,-1.1864864,16.174429,1.5268865,17.701315,-0.70945871,-0.12637573,-0.60899824,-0.61118436
7,20,-27.5,0,250,-250,13.559927,23.335972,5.3622274,7.5681357,46.536098,-0.58372355,45.952374,-0.60277414,1.2133352,0.4577806,0.4553566
8,20,-27.5,0,250,-500,-7.8054829,106.45603,18.683111,40.257763,146.80083,-12.315819,134.48502,-0.022057522,4.8460388,3.509522,3.5079503
9,20,-27.5,0,250,-750,-35.279968,238.62041,44.313889,96.877625,320.54688,-20.194263,300.35263,0.81126416,10.63385,8.0440025,8.0419674
10,20,-27.5,0,250,-1000,-62.743828,418.0723,83.310738,176.62196,573.92407,-34.576595,539.34753,1.6127354,18.559208,13.810991,13.808027
11,20,-27.5,0,500,-0.01,79.576927,-15.221693,26.659376,-2.7905524,80.574524,-13.400798,67.173721,-2.8342621,-0.45862606,-2.4338279,-2.4351282
12,20,-27.5,0,500,-250,76.638306,8.3714705,26.630247,4.0473342,108.91362,-14.206009,94.707611,-2.7933333,0.73354799,-1.5119722,-1.5134017
13,20,-27.5,0,500,-500,57.543598,98.968277,32.515888,37.533276,217.32115,-17.590736,199.73042,-2.4343245,4.9801221,1.8759745,1.8742105
14,20,-27.5,0,500,-750,22.200836,240.62973,65.116035,92.177681,396.32919,-25.535275,370.79391,-1.5556551,11.120279,7.0664039,7.0642343
15,20,-27.5,0,500,-1000,-27.949305,432.21161,99.936768,176.69261,638.24976,-37.675247,600.57446,-0.11994331,19.343645,13.719444,13.716513
16,20,-27.5,0,750,-0.01,180.05423,-34.301907,66.752846,-5.5943375,189.28696,-23.984295,165.30266,-6.3346381,-1.0291048,-5.5861993,-5.5876603
17,20,-27.5,0,750,-250,177.72906,-11.559956,67.624977,1.1788554,216.84004,-25.065865,191.77419,-6.3157291,0.019748174,-4.1831341,-4.1847177
18,20,-27.5,0,750,-500,165.26872,76.832451,70.620232,31.2955,329.6803,-27.796238,301.88406,-6.113205,4.4613461,-1.1198136,-1.1216693
19,20,-27.5,0,750,-750,132.06441,229.72302,83.62793,92.137924,517.38275,-33.885723,483.49701,-5.4788961,11.387875,4.3454576,4.3430982
20,20,-27.5,0,750,-1000,82.843193,423.74188,128.6302,170.14711,768.15643,-46.463425,721.69299,-4.294755,19.829647,11.783186,11.780125
21,20,-27.5,0,1000,-0.01,321.44223,-59.835434,125.0099,-9.9322844,343.29276,-40.924263,302.3685,-11.214701,-1.7514484,-9.9869232,-9.9887314
22,20,-27.5,0,1000,-250,317.57867,-29.024565,127.36232,1.2231865,380.99881,-42.753632,338.24512,-11.183317,-0.30846381,-7.3577909,-7.3597469
23,20,-27.5,0,1000,-500,308.89169,42.187843,132.10555,23.443056,479.85678,-44.694508,435.16226,-11.041918,3.2073162,-5.7687321,-5.7709093
24,20,-27.5,0,1000,-750,283.69821,201.80185,138.50984,81.129051,679.55267,-50.888168,628.66449,-10.622262,10.87009,0.23147568,0.22879124
25,20,-27.5,0,1000,-1000,237.66023,412.40033,158.22934,169.41473,942.26355,-59.13316,883.13037,-9.7337084,20.284237,7.7733459,7.77005
26,20,-27.5,2.5,0.01,-0.01,-1.9428627,-1.5646269,-3.7989454,-0.99239051,-8.6948814,-0.93749869,-9.6323795,0.053929646,-0.047840741,-0.023204243,-0.022648318
27,20,-27.5,2.5,0.01,-250,-4.319315,27.262331,-3.5860364,6.6015444,25.560902,-5.0724926,20.488405,0.12003794,1.1507064,0.92906743,0.92928249
28,20,-27.5,2.5,0.01,-500,-16.683262,98.522652,1.2859755,35.198662,111.02135,-14.277668,96.743683,0.43469253,4.3291264,3.3160474,3.3154299
29,20,-27.5,2.5,0.01,-750,-38.805195,224.97226,16.805849,88.436928,273.11938,-26.479433,246.63994,0.98761207,9.9345331,7.7798219,7.7782474
