# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
1,20,-25,0,0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0
2,20,-25,0,0.01,-250,-3.6836057,21.373041,0.49731398,7.1658545,22.753857,2.1488934,24.902748,0.096116848,0.91433758,0.73131484,0.72908765
3,20,-25,0,0.01,-500,-14.565373,89.35157,8.842824,34.160027,110.83302,-9.3149996,101.51801,0.37082484,3.7222326,2.9445345,2.9430759
4,20,-25,0,0.01,-750,-32.608585,203.50703,27.514544,81.806717,264.9722,-15.311497,249.66071,0.82734263,8.3831491,6.5815988,6.5797811
5,20,-25,0,0.01,-1000,-57.521675,364.36694,56.508816,149.69383,486.02988,-26.362942,459.66696,1.4577942,14.902283,11.650415,11.647884
6,20,-25,0,250,-0.01,19.317865,-4.2620778,4.882184,-1.2284288,15.946027,1.4370403,17.383068,-0.7105341,-0.11724824,-0.61201,-0.61424398
7,20,-25,0,250,-250,14.792559,19.536776,4.8753328,5.6644492,41.856693,-0.41290474,41.443787,-0.6294347,0.98405409,0.25173953,0.24930176
8,20,-25,0,250,-500,-3.4385219,94.891991,16.243681,30.92108,129.5313,-11.019271,118.51202,-0.15064913,4.0571051,2.8722789,2.8707774
9,20,-25,0,250,-750,-28.388237,214.73279,36.916996,76.646576,279.9744,-16.933754,263.04068,0.59769064,8.9257889,6.7394133,6.7375746
10,20,-25,0,250,-1000,-53.43214,377.59723,70.081558,139.75801,499.71152,-28.764311,470.94717,1.3549781,15.594349,11.605429,11.602879
11,20,-25,0,500,-0.01,79.715462,-16.020603,26.683138,-2.9162731,79.721146,-13.36486,66.356285,-2.8361621,-0.42656371,-2.4450107,-2.4463477
12,20,-25,0,500,-250,77.69136,1.4940118,26.488308,1.963728,100.63398,-13.968611,86.665367,-2.8106148,0.3929005,-1.7887193,-1.7901598
13,20,-25,0,500,-500,62.623245,84.070091,30.235231,28.032549,196.96107,-16.546816,180.41426,-2.540637,4.0503969,1.0705539,1.0688497
14,20,-25,0,500,-750,33.019669,211.56898,55.745632,70.381859,351.76376,-22.001064,329.76273,-1.8398205,9.209198,5.6991291,5.6971707
15,20,-25,0,500,-1000,-9.2048368,387.02448,87.109741,134.00552,563.75702,-31.818504,531.93854,-0.66958368,16.188152,11.456444,11.453931
16,20,-25,0,750,-0.01,180.21523,-36.070068,66.813774,-5.8302822,187.17879,-24.008104,163.1707,-6.3367138,-0.95428246,-5.6189041,-5.6203918
17,20,-25,0,750,-250,177.92699,-18.816689,67.660278,0.27742946,207.66905,-24.992357,182.6767,-6.3171482,-0.23791005,-4.4815493,-4.4832335
18,20,-25,0,750,-500,170.11806,55.365749,70.139542,23.420473,304.24283,-26.969683,277.27316,-6.2368965,3.2738976,-2.2085817,-2.2105122
19,20,-25,0,750,-750,143.56987,195.55688,78.378716,68.705818,469.10706,-31.347601,437.75946,-5.715107,9.2477989,2.5553372,2.5529559
20,20,-25,0,750,-1000,101.27149,373.56531,107.23449,132.89203,684.3689,-39.550766,644.81812,-4.7634115,16.452509,9.202589,9.1999063
21,20,-25,0,1000,-0.01,321.75424,-63.163673,124.63982,-10.356255,339.09912,-40.37598,298.72311,-11.216813,-1.6288891,-10.018942,-10.020758
22,20,-25,0,1000,-250,317.99844,-36.459457,127.00724,-0.081460476,372.11624,-41.884216,330.23203,-11.185397,-0.39720517,-7.7275133,-7.7294226
23,20,-25,0,1000,-500,312.05179,14.836487,131.96001,15.113691,446.39072,-43.562096,402.82861,-11.089155,1.8363565,-6.8171592,-6.8192372
24,20,-25,0,1000,-750,293.8494,158.82155,135.25002,60.209766,621.95605,-48.099522,573.85657,-10.798107,8.3900232,-2.0087731,-2.0112827
25,20,-25,0,1000,-1000,258.15445,352.09515,148.61157,126.45772,855.69403,-54.23431,801.45972,-10.148912,16.481277,4.6224618,4.6194258
26,20,-25,2.5,0.01,-0.01,-1.9234422,-1.6413867,-3.7798288,-0.99293756,-8.7423201,-0.92641103,-9.6687326,0.052605454,-0.045087252,-0.023705285,-0.02318332
27,20,-25,2.5,0.01,-250,-4.6130424,18.906559,-3.165592,2.934088,12.340528,-3.4976153,8.8429136,0.12043663,0.85840642,0.62220246,0.6222381
28,20,-25,2.5,0.01,-500,-15.40127,87.147392,-0.053477645,25.617882,90.365685,-11.011957,79.353737,0.39244491,3.6866162,2.8633578,2.8627946
29,20,-25,2.5,0.01,-750,-33.55864,201.69275,12.404287,68.734833,233.78436,-22.468037,211.31633,0.85012722,8.3686647,6.5204997,6.5191436
30,20,-25,2.5,0.01,-1000,-58.503963,363.16177,34.687099,131.64545,443.75394,-37.614185,406.13971,1.479407,14.907761,11.58424,11.581873
31,20,-25,2.5,250,-0.01,16.191181,-5.2443838,0.52265,-2.9311018,6.1237116,-4.7464209,1.3772924,-0.64513844,-0.13579684,-0.55049402,-0.55049723
32,20,-25,2.5,250,-250,12.969082,16.786625,0.45352411,0.92539424,29.464552,-6.5177345,22.946817,-0.57946241,0.89732826,0.2132352,0.2130616
33,20,-25,2.5,250,-500,-4.5449071,94.018188,5.8438287,21.999302,108.9412,-13.396627,95.544579,-0.11785541,4.0351391,2.8421955,2.8415437
34,20,-25,2.5,250,-750,-29.256712,214.92934,20.522524,62.682335,249.08072,-24.655285,224.42543,0.62676871,8.9350138,6.8094063,6.8079996
35,20,-25,2.5,250,-1000,-53.380959,378.25623,46.90416,120.91026,458.14795,-40.395378,417.75256,1.3521813,15.61047,11.924956,11.922521
36,20,-25,2.5,500,-0.01,79.331558,-17.408815,15.957095,-6.248405,62.502388,-15.013402,47.488987,-2.8308344,-0.44055712,-2.2442839,-2.2447889
37,20,-25,2.5,500,-250,76.772194,-0.12851715,14.88024,-1.3895352,83.264221,-16.238758,67.025467,-2.7926993,0.33854878,-1.7787968,-1.779404
38,20,-25,2.5,500,-500,60.962517,82.060585,17.38549,19.502363,172.87839,-20.840332,152.03802,-2.4961522,3.991375,1.08083,1.0799047
39,20,-25,2.5,500,-750,31.637295,211.89235,39.463146,55.313995,319.94931,-31.750826,288.19849,-1.8027209,9.2041903,5.8029246,5.8013101
40,20,-25,2.5,500,-1000,-10.161875,389.72018,62.591351,114.84689,522.90527,-44.873569,478.03171,-0.64182156,16.234163,11.574793,11.572372
41,20,-25,2.5,750,-0.01,180.7186,-36.643894,51.079288,-7.8369207,167.57945,-31.567968,136.01151,-6.3512006,-0.91755641,-4.9996834,-5.0007925
42,20,-25,2.5,750,-250,177.60518,-19.161079,49.985371,-2.1333513,187.57819,-32.706604,154.87155,-6.3108521,-0.24370755,-4.1035609,-4.1047802
43,20,-25,2.5,750,-500,168.16528,53.592602,50.271481,14.525546,271.73212,-36.252968,235.4792,-6.1552882,3.2160919,-2.3042674,-2.3057415
44,20,-25,2.5,750,-750,141.77489,193.97105,56.770153,55.78912,432.43796,-42.816971,389.62097,-5.667182,9.1990509,2.6137638,2.6118724
45,20,-25,2.5,750,-1000,100.3231,374.98273,85.488945,111.57857,642.93604,-55.321564,587.6145,-4.7241192,16.467802,9.4814577,9.4787397
46,20,-25,2.5,1000,-0.01,323.46469,-63.748077,104.50718,-12.121817,316.92728,-53.058517,263.86874,-11.254307,-1.5987962,-8.9102345,-8.9120722
47,20,-25,2.5,1000,-250,318.84094,-36.511005,104.07082,-2.5830164,348.91296,-54.963482,293.94946,-11.198926,-0.38143262,-6.7054548,-6.7074575
48,20,-25,2.5,1000,-500,314.93521,15.95696,103.34019,8.0343142,415.75101,-56.584702,359.16629,-11.139006,1.8795547,-6.7868013,-6.7889061
49,20,-25,2.5,1000,-750,291.93661,156.13918,107.31358,47.910702,576.89282,-63.565952,513.32678,-10.754914,8.3045855,-2.0878801,-2.0904746
50,20,-25,2.5,1000,-1000,256.11093,351.13629,118.28163,109.34151,806.78571,-71.705864,735.07977,-10.091629,16.446226,4.7653284,4.7622128
51,20,-25,5,0.01,-0.01,-8.1099062,-7.8212953,-27.033386,-3.8319213,-48.200741,1.214818,-46.985924,0.20716849,-0.20635816,0.18241578,0.18333232
52,20,-25,5,0.01,-250,-11.71032,10.252143,-17.380474,-3.924758,-25.270124,-3.0884805,-28.358604,0.29917121,0.70031691,0.48322338,0.48369318
