,h1 [град],h2 [град],Vн [км/ч],n1 [об/мин],n2 [об/мин],ТВ1 [Н],ТВ2 [Н],RК1 [Н],RК2 [Н],R ВМГ [Н],R тела [Н],R суммарная [Н],Mвx1 [Н*м],Mвx2 [Н*м],Mx ВМГ [Н*м],Mx суммарная [Н*м]
0,27.5,-27.5,0.0,750,-750,233.756,227.074,143.813,67.0044,647.794,-45.8033,601.991,-10.8585,11.9345,0.346172,0.343479
1,27.5,-27.5,0.0,750,-750,233.756,227.074,143.813,67.0044,647.794,-45.8033,601.991,-10.8585,11.9345,0.346172,0.343479
2,27.5,-27.5,0.0,750,-1000,201.519,429.404,171.368,151.315,916.362,-56.3417,860.02,-10.1648,20.8602,7.98435,7.98103
3,27.5,-27.5,0.0,750,-1000,201.519,429.404,171.368,151.315,916.362,-56.3417,860.02,-10.1648,20.8602,7.98435,7.98103
4,27.5,-27.5,0.0,750,-1250,153.71,698.624,204.078,248.584,1238.84,-56.6332,1182.2,-8.65792,32.1624,17.3429,17.3393
5,27.5,-27.5,0.0,750,-1500,96.9492,999.998,266.43,357.863,1630.24,-73.3665,1556.88,-6.58591,44.8608,28.0514,28.0467
6,27.5,-27.5,0.0,1000,-750,436.952,174.644,250.15,53.0802,873.753,-73.6302,800.123,-19.5248,10.5476,-7.84791,-7.85117
7,27.5,-27.5,0.0,1000,-750,436.952,174.644,250.15,53.0802,873.753,-73.6302,800.123,-19.5248,10.5476,-7.84791,-7.85117
8,27.5,-27.5,0.0,1000,-1000,417.323,409.368,267.421,124.327,1176.79,-80.1609,1096.63,-19.2975,21.3348,0.592645,0.588913
9,27.5,-27.5,0.0,1000,-1000,417.323,409.368,267.421,124.327,1176.79,-80.1609,1096.63,-19.2975,21.3348,0.592645,0.588913
10,27.5,-27.5,0.0,1000,-1250,378.356,670.812,299.009,227.63,1519.66,-82.6633,1436.99,-18.5075,32.8865,10.1408,10.1367
11,27.5,-27.5,0.0,1000,-1500,325.062,1005.96,344.932,353.99,1932.5,-98.8704,1833.63,-17.0871,47.0026,22.2914,22.2862
12,27.5,-27.5,0.0,1250,-750,690.866,99.7248,390.425,37.4479,1156.81,-98.4184,1058.39,-30.4001,7.60944,-17.6274,-17.6311
13,27.5,-27.5,0.0,1250,-1000,677.174,347.342,403.192,97.4326,1462.75,-105.875,1356.88,-30.3459,19.8342,-10.0151,-10.0193
14,27.5,-27.5,0.0,1250,-1250,650.213,640.701,428.447,195.132,1849.71,-116.819,1732.89,-30.0123,33.2183,0.57956,0.574716
15,27.5,-27.5,0.0,1250,-1500,607.957,968.665,467.468,323.773,2286.08,-131.789,2154.29,-29.2462,47.6579,12.8244,12.8187
16,27.5,-27.5,0.0,1500,-750,999.598,6.79338,568.683,30.3809,1517.23,-142.36,1374.87,-43.7022,3.82643,-30.3352,-30.3399
17,27.5,-27.5,0.0,1500,-1000,989.335,260.418,578.969,79.2016,1816.27,-150.129,1666.14,-43.6889,16.7519,-21.5133,-21.5186
18,27.5,-27.5,0.0,1500,-1250,969.279,570.881,597.831,163.228,2213.85,-159.736,2054.11,-43.5638,31.7598,-11.2888,-11.2947
19,27.5,-27.5,0.0,1500,-1500,937.014,927.872,629.513,283.702,2684.83,-172.396,2512.44,-43.1652,47.9357,0.966349,0.959777
20,27.5,-27.5,2.5,750,-750,231.475,222.576,117.734,55.7039,604.125,-60.6882,543.436,-10.7789,11.7722,0.366164,0.363677
21,27.5,-27.5,2.5,750,-750,231.475,222.576,117.734,55.7039,604.125,-60.6882,543.436,-10.7789,11.7722,0.366164,0.363677
22,27.5,-27.5,2.5,750,-1000,197.938,427.727,141.617,133.168,864.578,-73.6671,790.91,-10.0054,20.7813,8.16566,8.16242
23,27.5,-27.5,2.5,750,-1000,197.938,427.727,141.617,133.168,864.578,-73.6671,790.91,-10.0054,20.7813,8.16566,8.16242
24,27.5,-27.5,2.5,750,-1250,129.9,657.44,185.226,257.846,1163.89,-102.006,1061.88,-7.74553,30.9768,15.8623,15.8573
25,27.5,-27.5,2.5,750,-1500,93.068,993.815,233.047,328.459,1558.26,-109.219,1449.04,-6.40914,44.6405,27.9895,27.9844
