# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
0,25,-30,0,750,-750,192.584,266.258,125.862,96.702,656.362,-43.2786,613.084,-8.6725,14.3226,3.67574,3.67306
1,25,-30,0,750,-750,192.584,266.258,125.862,96.702,656.362,-43.2786,613.084,-8.6725,14.3226,3.67574,3.67306
2,25,-30,0,750,-1000,146.203,482.926,159.179,199.967,945.3,-56.0486,889.252,-7.47774,24.5281,12.8597,12.8563
3,25,-30,0,750,-1000,146.203,482.926,159.179,199.967,945.3,-56.0486,889.252,-7.47774,24.5281,12.8597,12.8563
4,25,-30,0,750,-1250,90.5034,758.565,261.301,334.528,1365.96,-69.2088,1296.75,-5.67096,37.1202,21.3757,21.3735
5,25,-30,0,750,-1500,37.9294,1110.28,321.417,455.367,1822.02,-81.585,1740.43,-3.79607,52.5689,36.5426,36.5402
6,25,-30,0,1000,-750,381.298,231.049,212.168,78.4331,870.142,-66.8074,803.335,-16.1046,13.6258,-2.59314,-2.59618
7,25,-30,0,1000,-750,381.298,231.049,212.168,78.4331,870.142,-66.8074,803.335,-16.1046,13.6258,-2.59314,-2.59618
8,25,-30,0,1000,-1000,345.116,477.523,235.855,177.986,1192.56,-75.8582,1116.7,-15.4357,25.5261,6.65318,6.64955
9,25,-30,0,1000,-1000,345.116,477.523,235.855,177.986,1192.56,-75.8582,1116.7,-15.4357,25.5261,6.65318,6.64955
10,25,-30,0,1000,-1250,301.739,784.297,308.777,318.698,1648.49,-82.3743,1566.11,-14.4629,39.4523,19.4045,19.4027
11,25,-30,0,1000,-1500,235.227,1143.77,363.734,471.929,2106.48,-98.6344,2007.84,-12.5514,55.6925,33.0634,33.0609
12,25,-30,0,1250,-750,619.438,186.408,371.739,70.396,1195.28,-89.3062,1105.97,-25.4619,12.1222,-11.8802,-11.8813
13,25,-30,0,1250,-1000,591.227,446.514,391.989,167.03,1545.73,-97.7929,1447.94,-25.0661,25.2876,-1.39754,-1.39906
14,25,-30,0,1250,-1250,547.027,761.01,425.93,300.874,1968.87,-109.797,1859.07,-24.2587,40.275,10.7622,10.7602
15,25,-30,0,1250,-1500,491.399,1126.38,469.095,449.815,2448.94,-124.07,2324.87,-23.0157,56.9845,26.1101,26.1076
16,25,-30,0,1500,-750,900.885,119.86,529.71,62.9555,1538.77,-125.319,1413.45,-36.655,9.31997,-22.6216,-22.6232
17,25,-30,0,1500,-1000,880.796,386.401,543.425,141.167,1874.09,-132.101,1741.99,-36.4358,23.5153,-12.9114,-12.9132
18,25,-30,0,1500,-1250,842.576,715.092,571.655,270.394,2324.94,-143.397,2181.54,-35.8712,39.8312,0.885943,0.883643
19,25,-30,0,1500,-1500,790.966,1102.74,611.86,426.294,2837.82,-157.316,2680.5,-34.9249,58.0922,15.7235,15.7206
20,25,-30,2.5,750,-750,189.549,263.055,99.8918,83.4079,611.399,-57.9493,553.45,-8.56765,14.2117,3.68289,3.68046
21,25,-30,2.5,750,-750,189.549,263.055,99.8918,83.4079,611.399,-57.9493,553.45,-8.56765,14.2117,3.68289,3.68046
22,25,-30,2.5,750,-1000,142.807,481.486,130.704,178.099,891.566,-73.4631,818.103,-7.33588,24.4536,13.0362,13.0328
23,25,-30,2.5,750,-1000,142.807,481.486,130.704,178.099,891.566,-73.4631,818.103,-7.33588,24.4536,13.0362,13.0328
24,25,-30,2.5,750,-1250,87.2551,770.528,188.786,280.01,1266.48,-194.503,1071.97,-5.51796,37.5101,23.5343,23.5665
25,25,-30,2.5,750,-1500,25.3264,1100.99,260.804,396.806,1695.04,-216.711,1478.33,-3.30051,52.2481,35.8428,35.874
26,25,-30,2.5,1000,-750,379.324,228.737,178.485,66.6359,820.293,-84.0414,736.252,-16.0284,13.5333,-2.80357,-2.8067
27,25,-30,2.5,1000,-750,379.324,228.737,178.485,66.6359,820.293,-84.0414,736.252,-16.0284,13.5333,-2.80357,-2.8067
28,25,-30,2.5,1000,-1000,341.406,474.116,199.769,160.354,1132.25,-96.973,1035.28,-15.301,25.399,6.69563,6.69177
29,25,-30,2.5,1000,-1000,341.406,474.116,199.769,160.354,1132.25,-96.973,1035.28,-15.301,25.399,6.69563,6.69177
30,25,-30,2.5,1000,-1250,287.867,770.273,238.76,279.57,1527.51,-214.956,1312.55,-13.9725,38.9802,19.1665,19.1986
31,25,-30,2.5,1000,-1500,219.953,1125.29,294.353,418.929,1966.28,-234.806,1731.48,-11.9499,55.2725,32.712,32.743
32,25,-30,2.5,1250,-750,614.437,175.251,292.569,49.9808,1095.8,-219.622,876.18,-25.2856,11.6049,-11.9923,-11.9595
33,25,-30,2.5,1250,-1000,582.946,421.16,309.936,138.194,1416.11,-230.826,1185.28,-24.8029,23.9598,-1.56272,-1.53066
34,25,-30,2.5,1250,-1250,535.441,745.745,340.288,264.033,1836.18,-244.979,1591.21,-23.8755,39.6863,10.7428,10.7742
35,25,-30,2.5,1250,-1500,466.429,1112.39,387.963,428.506,2321.13,-264.9,2056.23,-22.217,57.7584,27.826,27.8561
36,25,-30,2.5,1500,-750,897.896,112.613,434.418,41.025,1428.23,-259.21,1169.02,-36.5075,8.91424,-22.6893,-22.6574
37,25,-30,2.5,1500,-1000,874.282,374.62,446.677,114.534,1748.19,-267.84,1480.35,-36.1998,23.2395,-12.568,-12.5365
38,25,-30,2.5,1500,-1250,832.672,701.317,472.071,234.698,2182.36,-281.312,1901.05,-35.5347,39.2417,0.968917,0.999732
39,25,-30,2.5,1500,-1500,775.603,1084.83,510.115,385.942,2678.38,-298.601,2379.78,-34.4156,57.4504,15.7711,15.8011
40,25,-30,5,750,-750,180.295,248.599,51.509,55.141,511.777,-64.5949,447.182,-8.27485,13.6947,3.48145,3.47892
41,25,-30,5,750,-750,180.295,248.599,51.509,55.141,511.777,-64.5949,447.182,-8.27485,13.6947,3.48145,3.47892
42,25,-30,5,750,-1000,134.76,471.97,76.2395,132.842,775.436,-82.3264,693.109,-7.04719,24.1241,12.7684,12.7647
43,25,-30,5,750,-1000,134.76,471.97,76.2395,132.842,775.436,-82.3264,693.109,-7.04719,24.1241,12.7684,12.7647
44,25,-30,5,750,-1250,74.1178,754.567,131.903,220.743,1124.32,-230.786,893.536,-5.03038,36.9767,22.9417,22.9818
45,25,-30,5,750,-1500,7.77812,1084.19,184.545,338.635,1527.23,-256.749,1270.48,-2.62428,51.8391,35.2517,35.2903
46,25,-30,5,1000,-750,371.797,214.656,113.748,40.4959,707.472,-92.7529,614.719,-15.7934,12.9533,-3.05856,-3.06208
47,25,-30,5,1000,-750,371.797,214.656,113.748,40.4959,707.472,-92.7529,614.719,-15.7934,12.9533,-3.05856,-3.06208
48,25,-30,5,1000,-1000,330.187,458.845,131.305,122.266,1000.07,-108.161,891.911,-14.9301,24.8436,6.57214,6.56769
49,25,-30,5,1000,-1000,330.187,458.845,131.305,122.266,1000.07,-108.161,891.911,-14.9301,24.8436,6.57214,6.56769
50,25,-30,5,1000,-1250,271.281,749.032,163.636,229.929,1373.12,-251.963,1121.16,-13.3832,39.3368,19.7919,19.8313
51,25,-30,5,1000,-1500,201.793,1112.23,218.753,347.678,1789.13,-276.353,1512.77,-11.236,54.6282,31.8692,31.9073
