# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
1,20,-25,0,750,-750,143.56987,195.55688,78.378716,68.705818,469.10706,-31.347601,437.75946,-5.715107,9.2477989,2.5553372,2.5529559
2,20,-25,0,750,-1000,101.27149,373.56531,107.23449,132.89203,684.3689,-39.550766,644.81812,-4.7634115,16.452509,9.202589,9.1999063
3,20,-25,0,750,-1250,62.369213,631.18604,148.46326,200.6611,992.84814,-43.226624,949.62152,-3.763463,26.24568,17.298889,17.29384
4,20,-25,0,750,-1500,1.7416394,910.22302,196.1758,293.25549,1331.7247,-56.805271,1274.9196,-2.0759914,37.004211,26.331377,26.325502
5,20,-25,0,1000,-750,293.8494,158.82155,135.25002,60.209766,621.95605,-48.099522,573.85657,-10.798107,8.3900232,-2.0087731,-2.0112827
6,20,-25,0,1000,-1000,258.15445,352.09515,148.61157,126.45772,855.69403,-54.23431,801.45972,-10.148912,16.481277,4.6224618,4.6194258
7,20,-25,0,1000,-1250,215.53653,603.72766,169.80396,207.96877,1154.1702,-54.959278,1099.2108,-9.2413511,26.300636,13.942162,13.936966
8,20,-25,0,1000,-1500,155.88196,909.15997,221.10036,304.4144,1517.8962,-68.67775,1449.2186,-7.7793365,38.189423,23.674444,23.66836
9,20,-25,0,1250,-750,478.72131,110.54832,219.24568,42.527008,809.43304,-62.260544,747.17249,-17.064062,6.7690034,-8.1674814,-8.1720858
10,20,-25,0,1250,-1000,450.17422,315.69742,229.51132,101.12532,1053.957,-67.512161,986.44495,-16.583126,15.69071,-1.4927609,-1.4977756
11,20,-25,0,1250,-1250,414.04004,569.90704,243.13281,186.01062,1370.3575,-74.479095,1295.8784,-15.941378,26.109333,7.6897211,7.6841068
12,20,-25,0,1250,-1500,357.61667,865.90637,265.69873,300.2218,1729.2805,-84.995087,1644.2854,-14.820069,37.903103,18.708885,18.70248
13,20,-25,0,1500,-750,712.51392,49.314865,308.97675,41.097454,1053.4235,-87.488434,965.935,-24.951754,4.5767632,-15.936238,-15.941315
14,20,-25,0,1500,-1000,686.32623,248.83737,314.76865,100.39594,1291.0125,-92.565384,1198.447,-24.522226,13.733963,-9.1220856,-9.1275978
15,20,-25,0,1500,-1250,643.41266,511.88934,331.24649,182.95821,1608.6088,-100.55972,1508.049,-23.765039,24.968822,0.35549295,0.34934592
16,20,-25,0,1500,-1500,581.5899,823.14246,361.05142,283.11032,1986.9377,-111.78079,1875.157,-22.583864,37.630089,11.884388,11.877461
17,20,-25,2.5,750,-750,141.77489,193.97105,56.770153,55.78912,432.43796,-42.816971,389.62097,-5.667182,9.1990509,2.6137638,2.6118724
18,20,-25,2.5,750,-1000,100.3231,374.98273,85.488945,111.57857,642.93604,-55.321564,587.6145,-4.7241192,16.467802,9.4814577,9.4787397
19,20,-25,2.5,750,-1250,56.019619,625.78662,121.14026,175.36676,929.42157,-66.27037,863.15118,-3.5918632,26.072144,17.149817,17.146727
20,20,-25,2.5,750,-1500,-5.5307641,904.08588,158.84868,266.94281,1255.1998,-84.332382,1170.8674,-1.8669639,36.826824,26.098093,26.094004
21,20,-25,2.5,1000,-750,291.93661,156.13918,107.31358,47.910702,576.89282,-63.565952,513.32678,-10.754914,8.3045855,-2.0878801,-2.0904746
22,20,-25,2.5,1000,-1000,256.11093,351.13629,118.28163,109.34151,806.78571,-71.705864,735.07977,-10.091629,16.446226,4.7653284,4.7622128
23,20,-25,2.5,1000,-1250,209.7657,597.26404,136.55658,184.55731,1086.6869,-78.718903,1007.9678,-9.0732555,26.106218,13.889649,13.886363
24,20,-25,2.5,1000,-1500,150.61259,902.8075,190.68332,270.668,1443.0852,-95.960587,1347.1245,-7.6210055,37.98003,23.525839,23.521652
25,20,-25,2.5,1250,-750,479.35486,108.45872,179.20581,29.664009,756.19714,-83.756363,672.44086,-17.060255,6.6909294,-8.2765894,-8.2793474
26,20,-25,2.5,1250,-1000,451.62451,310.75879,184.64417,86.027931,992.12396,-89.797943,902.32599,-16.594398,15.539065,-1.7692155,-1.7723669
27,20,-25,2.5,1250,-1250,409.957,562.71271,198.31912,168.09435,1297.9022,-99.617569,1198.2847,-15.839611,25.90448,7.596549,7.5928116
28,20,-25,2.5,1250,-1500,349.22806,858.65051,222.49469,273.73587,1645.3434,-112.96869,1532.3748,-14.596088,37.685326,18.665785,18.661337
29,20,-25,2.5,1500,-750,704.89789,48.394085,272.79395,22.445679,990.00616,-112.85993,877.14624,-24.718502,4.5396023,-15.264992,-15.268433
30,20,-25,2.5,1500,-1000,682.59637,247.5623,272.67468,73.49939,1218.348,-117.56492,1100.7831,-24.365292,13.659339,-9.3104239,-9.3141813
31,20,-25,2.5,1500,-1250,644.72205,508.2897,283.3584,149.97374,1527.7961,-125.79918,1401.9971,-23.71446,24.804037,-0.41339961,-0.41766039
32,20,-25,2.5,1500,-1500,593.05157,816.22467,306.28006,248.632,1904.7333,-138.20605,1766.5272,-22.763641,37.372066,11.108434,11.103498
33,20,-25,5,750,-750,134.472,184.3175,18.211765,29.34642,352.18179,-46.213776,305.96802,-5.4769731,8.9186239,2.5365262,2.5347567
34,20,-25,5,750,-1000,95.806198,370.52921,40.862808,73.935036,554.17548,-60.913139,493.26239,-4.5990558,16.33992,9.4079924,9.4052877
35,20,-25,5,750,-1250,42.886292,613.20068,70.889076,134.82542,818.33234,-112.23476,706.0976,-3.2313077,25.741505,16.876331,16.885109
36,20,-25,5,750,-1500,-18.439373,892.12653,96.100609,220.83737,1126.5342,-130.40634,996.12769,-1.4965576,36.546619,25.769325,25.776981
37,20,-25,5,1000,-750,284.75079,147.3927,53.477146,23.292912,483.36319,-67.107056,416.25613,-10.586926,8.0170298,-2.2318573,-2.234411
38,20,-25,5,1000,-1000,246.73851,341.77753,59.564041,73.88945,696.29272,-80.008934,616.28381,-9.838233,16.133402,4.7860527,4.7826662
39,20,-25,5,1000,-1250,197.64319,582.2879,85.042175,140.25674,970.45801,-126.46318,843.99475,-8.7410984,25.701813,13.749532,13.757869
40,20,-25,5,1000,-1500,138.58318,887.86194,137.278,213.29358,1310.9817,-148.57993,1162.4017,-7.3136163,37.558674,23.147625,23.154724
41,20,-25,5,1250,-750,473.086,92.79818,108.2719,15.51334,655.43616,-127.01852,528.41748,-16.958906,6.1393762,-8.5951138,-8.5860252
42,20,-25,5,1250,-1000,438.46213,294.66074,112.44708,66.130356,877.25964,-135.95148,741.30817,-16.344507,15.089282,-1.5132486,-1.5047399
43,20,-25,5,1250,-1250,392.80991,546.68097,125.74905,136.31488,1166.999,-149.21364,1017.7853,-15.462455,25.495913,7.688807,7.6965652
44,20,-25,5,1250,-1500,335.20544,842.66559,154.03795,221.97931,1501.4528,-165.53525,1335.9174,-14.209355,37.241241,18.468687,18.475355
45,20,-25,5,1500,-750,699.66199,30.629992,186.84004,8.6520329,873.22937,-160.36546,712.86389,-24.657179,3.8935719,-15.721882,-15.713772
46,20,-25,5,1500,-1000,669.99286,230.41917,187.92744,55.740101,1091.7388,-167.6946,924.04413,-24.159571,13.113328,-8.9135046,-8.9058867
47,20,-25,5,1500,-1250,628.55939,493.69052,206.02357,114.58647,1390.3022,-180.38078,1209.9213,-23.370243,24.370104,-0.22482963,-0.21806581
48,20,-25,5,1500,-1500,581.49066,798.552,215.73558,207.83109,1751.0034,-192.33301,1558.6704,-22.494757,36.899727,10.917516,10.923458
49,20,-25,7.5,750,-750,121.02248,162.37825,-5.0954857,5.1521006,273.43423,-67.576645,205.85762,-5.1497173,8.2982349,2.1703348,2.1768827
50,20,-25,7.5,750,-1000,80.952797,349.16263,13.981052,39.040993,461.21991,-85.213242,376.00665,-4.216064,15.790544,9.0338812,9.039258
51,20,-25,7.5,750,-1250,29.56188,593.91956,25.032633,98.023697,701.21674,-105.60975,595.60693,-2.8608103,25.296782,16.540575,16.546026
52,20,-25,7.5,750,-1500,-31.53297,875.22272,40.051888,176.95303,994.08801,-126.14274,867.94519,-1.1219993,36.219891,25.406475,25.41048
53,20,-25,7.5,1000,-750,272.57336,121.60339,13.591365,3.7610874,390.0181,-88.996162,301.02194,-10.325541,7.1454611,-2.7445016,-2.7389362
54,20,-25,7.5,1000,-1000,235.29671,322.48938,20.248428,42.001118,599.11652,-102.03691,497.07956,-9.5670938,15.651069,4.4285755,4.4332376
55,20,-25,7.5,1000,-1250,185.17674,562.1662,43.623726,95.10244,850.50439,-122.97326,727.53113,-8.4368448,25.218977,13.229217,13.233851
56,20,-25,7.5,1000,-1500,120.44938,867.28729,86.783958,161.1179,1168.4152,-148.28122,1020.1339,-6.8351994,36.992744,22.905144,22.908268
57,20,-25,7.5,1250,-750,462.20035,70.99881,55.731205,-4.3211508,548.76483,-120.40274,428.36203,-16.72975,5.361105,-8.5710363,-8.5654192
58,20,-25,7.5,1250,-1000,429.2778,275.55435,57.31583,34.274094,761.07794,-130.86542,630.21252,-16.139469,14.521132,-1.7164534,-1.7116045
59,20,-25,7.5,1250,-1250,381.08072,526.53784,67.309624,94.648598,1034.6526,-146.0731,888.57953,-15.179355,24.96508,7.3119726,7.3158321
60,20,-25,7.5,1250,-1500,319.82718,822.63525,95.281914,169.78223,1354.5883,-166.2123,1188.3759,-13.820256,36.755909,18.099522,18.102015
61,20,-25,7.5,1500,-750,691.73657,20.196682,118.77411,-12.762802,762.96442,-156.13284,606.83167,-24.464504,3.5482049,-15.03515,-15.030982
62,20,-25,7.5,1500,-1000,661.87115,210.27931,118.03674,24.719074,960.89624,-164.58203,796.31421,-23.970036,12.448272,-9.35466,-9.3511162
63,20,-25,7.5,1500,-1250,616.33783,471.39856,124.40682,84.763191,1243.8982,-177.93533,1065.9628,-23.146851,23.777498,-0.23706324,-0.23445429
64,20,-25,7.5,1500,-1500,560.49988,778.12445,138.79773,164.3627,1588.6091,-194.84618,1393.7629,-22.040503,36.40789,10.848545,10.850042
