# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P3 - Vx (km hr^-1) ,P4 - n1 (rev min^-1) ,P5 - n2 (rev min^-1) ,P6 - r1-op (N) ,P7 - r2-op (N) ,P8 - rx_ring1-op (N) ,P9 - rx_ring2-op (N) ,P10 - rx_wmg-op (N) ,P11 - rx_body-op (N) ,P12 - rx_sum-op (N) ,P13 - mx1-op (J) ,P14 - mx2-op (J) ,P15 - mx_wmg-op (J) ,P16 - mx_sum-op (J) 
Name,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16
0,35.0,-35.0,0.0,750,-750,308.102,338.713,230.824,99.8628,938.031,-58.4639,879.567,-17.6343,21.1982,1.2882,1.28351
1,35.0,-35.0,0.0,750,-1000,274.246,601.069,275.405,221.896,1302.5,-72.6671,1229.83,-16.8944,34.9805,12.3382,12.3326
2,35.0,-35.0,0.0,750,-1250,224.457,912.823,335.712,386.545,1748.81,-92.3565,1656.45,-15.2696,51.4789,27.3667,27.3601
3,35.0,-35.0,0.0,750,-1500,160.428,1286.82,420.667,583.206,2296.86,-117.799,2179.06,-12.5354,71.3809,44.6778,44.6697
4,35.0,-35.0,0.0,1000,-750,556.254,322.02,392.78,84.9451,1298.42,-97.5491,1200.87,-30.8628,22.2437,-7.4873,-7.49272
5,35.0,-35.0,0.0,1000,-1000,549.07,613.156,425.933,185.716,1704.52,-108.927,1595.59,-31.3773,38.1621,2.58163,2.57546
6,35.0,-35.0,0.0,1000,-1250,517.136,945.905,487.384,343.1,2185.45,-127.828,2057.62,-31.0982,55.5205,17.3757,17.3685
7,35.0,-35.0,0.0,1000,-1500,453.395,1334.8,559.265,546.635,2733.6,-149.603,2584.0,-29.1003,76.1269,35.1313,35.1227
8,35.0,-35.0,0.0,1250,-750,864.1,250.272,616.556,78.2005,1725.89,-149.909,1575.98,-47.5184,19.5873,-21.3258,-21.3322
9,35.0,-35.0,0.0,1250,-1000,866.06,598.2,637.104,162.461,2171.1,-158.304,2012.8,-48.2559,40.0172,-8.0641,-8.07114
10,35.0,-35.0,0.0,1250,-1250,857.872,968.055,679.968,295.446,2692.26,-172.361,2519.9,-48.9581,60.1589,4.36978,4.36182
11,35.0,-35.0,0.0,1250,-1500,823.995,1374.68,755.606,490.175,3292.45,-195.136,3097.31,-48.923,81.1982,22.0037,21.9944
12,35.0,-35.0,0.0,1500,-750,1240.12,158.841,891.997,62.6781,2229.97,-212.942,2017.03,-67.8147,14.7942,-40.1166,-40.124
13,35.0,-35.0,0.0,1500,-1000,1241.96,521.83,912.173,151.916,2710.12,-221.035,2489.08,-68.5995,38.0479,-21.9999,-22.008
14,35.0,-35.0,0.0,1500,-1250,1243.37,954.509,940.318,264.97,3266.8,-232.256,3034.55,-69.514,62.6685,-8.11382,-8.12275
15,35.0,-35.0,0.0,1500,-1500,1233.42,1404.7,994.277,431.552,3909.68,-249.84,3659.84,-70.3842,87.1563,6.74889,6.73886
16,35.0,-35.0,2.5,750,-750,304.26,330.387,195.656,84.9316,876.865,-81.9598,794.905,-17.4569,20.7632,1.23518,1.23229
17,35.0,-35.0,2.5,750,-1000,267.133,594.835,233.655,200.511,1225.81,-98.5665,1127.24,-16.5204,34.6926,12.3971,12.3933
18,35.0,-35.0,2.5,750,-1250,217.193,908.864,288.432,355.513,1660.0,-123.442,1536.56,-14.8466,51.3149,27.2619,27.2568
19,35.0,-35.0,2.5,750,-1500,154.56,1284.55,370.889,540.035,2196.5,-150.989,2045.51,-12.1674,71.2854,44.5899,44.5835
20,35.0,-35.0,2.5,1000,-750,557.889,313.789,342.393,70.5351,1228.89,-123.863,1105.03,-30.8791,21.8165,-7.97467,-7.97847
21,35.0,-35.0,2.5,1000,-1000,545.759,603.115,375.885,164.907,1621.16,-137.955,1483.2,-31.2028,37.6581,2.33658,2.33208
22,35.0,-35.0,2.5,1000,-1250,502.85,941.556,429.523,315.942,2077.07,-157.982,1919.09,-30.2718,55.4021,16.7824,16.7768
23,35.0,-35.0,2.5,1000,-1500,443.32,1329.57,497.523,510.885,2622.19,-184.552,2437.64,-28.53,75.871,35.1497,35.1429
24,35.0,-35.0,2.5,1250,-750,868.632,246.481,551.867,65.0734,1649.99,-179.644,1470.34,-47.6018,19.4319,-21.815,-21.8199
25,35.0,-35.0,2.5,1250,-1000,868.261,587.653,571.308,144.105,2080.98,-190.323,1890.66,-48.2692,39.4896,-8.71304,-8.71854
26,35.0,-35.0,2.5,1250,-1250,854.34,957.918,615.542,272.118,2592.02,-207.955,2384.07,-48.7878,59.4991,4.07095,4.06463
27,35.0,-35.0,2.5,1250,-1500,814.79,1365.19,687.176,458.006,3175.84,-233.567,2942.27,-48.4371,80.6664,21.8803,21.8728
28,35.0,-35.0,2.5,1500,-750,1244.56,153.141,816.391,51.7891,2143.22,-246.938,1896.28,-67.8561,14.508,-40.3908,-40.397
29,35.0,-35.0,2.5,1500,-1000,1247.03,521.42,832.457,133.718,2618.57,-256.794,2361.77,-68.6527,38.0464,-23.1208,-23.1276
30,35.0,-35.0,2.5,1500,-1250,1246.23,943.389,858.775,241.775,3155.82,-270.339,2885.48,-69.5289,62.122,-8.90169,-8.90911
31,35.0,-35.0,2.5,1500,-1500,1230.53,1391.44,914.898,403.012,3784.18,-291.236,3492.95,-70.205,86.2044,6.21261,6.20426
32,35.0,-35.0,5.0,750,-750,295.828,311.715,136.389,58.5513,770.515,-129.539,640.976,-17.1136,19.9297,1.23189,1.24057
33,35.0,-35.0,5.0,750,-1000,256.043,579.7,164.246,162.001,1098.89,-149.103,949.791,-15.9984,34.0742,12.0402,12.0477
34,35.0,-35.0,5.0,750,-1250,206.722,901.148,209.957,300.614,1513.93,-175.87,1338.06,-14.3,51.0786,26.8798,26.8858
35,35.0,-35.0,5.0,750,-1500,143.159,1281.32,290.753,462.139,2028.32,-210.698,1817.62,-11.4922,71.1938,44.1405,44.1446
36,35.0,-35.0,5.0,1000,-750,557.524,291.075,264.426,40.7205,1103.75,-175.501,928.246,-30.8491,20.5808,-9.05403,-9.04676
37,35.0,-35.0,5.0,1000,-1000,536.806,580.411,293.558,128.743,1477.38,-193.222,1284.16,-30.8079,36.5721,2.1841,2.19035
38,35.0,-35.0,5.0,1000,-1250,487.044,924.203,336.32,269.158,1914.52,-216.396,1698.12,-29.5154,54.6421,16.0973,16.1022
39,35.0,-35.0,5.0,1000,-1500,427.378,1318.78,393.893,447.337,2433.98,-246.054,2187.92,-27.6835,75.4576,34.9264,34.9297
40,35.0,-35.0,5.0,1250,-750,875.11,236.623,445.651,37.4264,1518.55,-235.895,1282.65,-47.7605,18.8955,-23.8705,-23.865
41,35.0,-35.0,5.0,1250,-1000,869.342,561.301,466.29,106.777,1920.1,-249.592,1670.51,-48.278,38.1212,-9.87251,-9.86776
42,35.0,-35.0,5.0,1250,-1250,846.453,931.918,509.552,225.526,2412.03,-270.788,2141.24,-48.4149,58.1826,3.68336,3.68696
43,35.0,-35.0,5.0,1250,-1500,798.537,1347.0,569.159,401.939,2975.25,-299.745,2675.5,-47.6214,79.8141,21.402,21.404
44,35.0,-35.0,5.0,1500,-750,1255.26,138.003,684.512,29.2482,1990.15,-308.456,1681.7,-68.1411,13.8551,-41.2553,-41.2516
45,35.0,-35.0,5.0,1500,-1000,1255.12,505.941,698.995,98.7574,2449.39,-320.418,2128.97,-68.8343,37.2862,-26.0013,-25.9983
46,35.0,-35.0,5.0,1500,-1250,1247.88,914.554,727.644,197.345,2959.59,-337.296,2622.29,-69.5053,60.6768,-10.4826,-10.4806
47,35.0,-35.0,5.0,1500,-1500,1223.51,1365.36,782.699,348.478,3570.42,-361.886,3208.53,-69.8494,84.8814,5.78262,5.78341
48,35.0,-35.0,7.5,750,-750,287.521,289.705,82.7817,32.8067,660.255,-124.352,535.903,-16.8272,19.0281,1.31956,1.32454
49,35.0,-35.0,7.5,750,-1000,247.118,551.211,100.57,124.054,972.423,-146.63,825.793,-15.63,33.1018,12.4568,12.4603
50,35.0,-35.0,7.5,750,-1250,195.415,888.042,139.316,248.648,1365.57,-177.605,1187.97,-13.7487,50.6755,26.3782,26.3799
51,35.0,-35.0,7.5,750,-1500,130.642,1275.57,223.277,385.762,1861.51,-219.373,1642.14,-10.8131,71.1487,43.4896,43.4889
52,35.0,-35.0,7.5,1000,-750,553.765,265.833,195.697,12.8223,978.402,-174.779,803.624,-30.7564,19.2838,-9.01394,-9.01085
53,35.0,-35.0,7.5,1000,-1000,527.153,553.342,216.487,93.8244,1328.33,-195.416,1132.91,-30.4436,35.417,2.24749,2.24932
54,35.0,-35.0,7.5,1000,-1250,474.085,904.141,248.403,222.16,1746.78,-221.458,1525.32,-28.9593,53.8014,15.7186,15.7188
55,35.0,-35.0,7.5,1000,-1500,413.649,1306.25,297.286,386.07,2248.68,-255.047,1993.64,-27.0508,75.082,34.3778,34.376
56,35.0,-35.0,7.5,1250,-750,880.63,209.455,353.15,4.66048,1370.72,-239.021,1131.7,-47.9606,17.3773,-25.3728,-25.3719
57,35.0,-35.0,7.5,1250,-1000,868.232,529.689,373.528,67.3762,1752.27,-255.839,1496.43,-48.2526,36.4729,-10.7192,-10.7194
58,35.0,-35.0,7.5,1250,-1250,837.32,900.785,407.785,180.171,2224.48,-280.603,1943.88,-48.0273,56.9132,3.45238,3.4508
59,35.0,-35.0,7.5,1250,-1500,777.886,1327.3,456.323,346.059,2761.97,-311.515,2450.45,-46.5962,79.0826,20.5142,20.5109
60,35.0,-35.0,7.5,1500,-750,1266.85,120.586,564.483,1.50212,1835.06,-317.132,1517.92,-68.5229,12.9053,-43.3591,-43.3607
61,35.0,-35.0,7.5,1500,-1000,1263.23,474.47,578.636,58.1766,2266.7,-330.988,1935.71,-69.0961,35.66,-27.7716,-27.7741
62,35.0,-35.0,7.5,1500,-1250,1249.28,877.97,609.336,149.006,2758.48,-351.396,2407.08,-69.5567,58.8382,-11.5616,-11.5653
63,35.0,-35.0,7.5,1500,-1500,1215.88,1329.79,657.744,291.817,3346.17,-379.399,2966.78,-69.4738,83.391,5.3032,5.29793
64,35.0,-35.0,10.0,750,-750,276.495,262.343,39.1035,7.4983,550.991,-113.999,436.992,-16.4466,17.8683,1.25166,1.25271
65,35.0,-35.0,10.0,750,-1000,239.097,526.85,49.5817,87.2903,853.735,-139.546,714.189,-15.3265,32.2839,12.5946,12.594
66,35.0,-35.0,10.0,750,-1250,181.564,868.111,88.1056,192.71,1225.7,-174.787,1050.92,-13.0558,50.0044,26.234,26.2311
67,35.0,-35.0,10.0,750,-1500,118.074,1259.29,161.334,320.02,1701.01,-221.31,1479.69,-10.1336,70.7663,42.7277,42.7221
68,35.0,-35.0,10.0,1000,-750,545.479,236.932,137.421,-12.973,852.296,-168.257,684.039,-30.5436,17.8419,-9.29341,-9.29482
69,35.0,-35.0,10.0,1000,-1000,516.331,523.066,148.616,60.3079,1185.42,-190.533,994.888,-30.0625,34.1854,2.47384,2.47106
70,35.0,-35.0,10.0,1000,-1250,462.02,873.824,171.882,176.595,1588.88,-219.517,1369.36,-28.4727,52.7253,16.2934,16.2887
71,35.0,-35.0,10.0,1000,-1500,399.662,1286.11,212.417,327.85,2071.72,-256.745,1814.97,-26.4277,74.3977,33.7067,33.6997
72,35.0,-35.0,10.0,1250,-750,880.02,181.555,277.075,-25.6694,1232.44,-236.288,996.148,-48.0485,15.7985,-25.4123,-25.4162
73,35.0,-35.0,10.0,1250,-1000,862.509,496.745,290.784,31.9328,1593.08,-255.159,1337.92,-48.1013,34.8667,-10.7496,-10.7548
74,35.0,-35.0,10.0,1250,-1250,825.75,865.801,317.061,137.816,2044.95,-282.852,1762.09,-47.6087,55.4697,3.68393,3.67699
75,35.0,-35.0,10.0,1250,-1500,758.308,1301.55,353.474,291.488,2557.23,-315.193,2242.04,-45.7048,78.1424,20.3536,20.3446
76,35.0,-35.0,10.0,1500,-750,1276.38,96.1266,464.093,-32.0244,1685.0,-317.869,1367.13,-68.9213,11.5433,-44.8194,-44.8263
77,35.0,-35.0,10.0,1500,-1000,1267.19,436.892,478.188,17.1911,2088.44,-334.555,1753.88,-69.3079,33.5763,-29.5101,-29.5181
78,35.0,-35.0,10.0,1500,-1250,1246.29,838.911,503.899,103.04,2562.78,-357.751,2205.03,-69.4913,56.93,-11.8173,-11.8268
79,35.0,-35.0,10.0,1500,-1500,1205.12,1293.01,543.81,240.297,3132.7,-389.471,2743.23,-69.0811,81.8822,5.11339,5.10199
80,35.0,-35.0,12.5,750,-750,256.834,229.637,6.11458,-16.181,441.26,-113.462,327.798,-15.721,16.4042,1.28283,1.28469
81,35.0,-35.0,12.5,750,-1000,222.365,493.11,12.1022,50.9512,734.469,-140.128,594.341,-14.5803,31.0752,12.436,12.4361
82,35.0,-35.0,12.5,750,-1250,166.833,819.507,48.1609,136.78,1087.48,-177.961,909.52,-12.2761,48.2935,27.166,27.1635
83,35.0,-35.0,12.5,750,-1500,107.337,1215.19,102.121,256.318,1533.62,-226.084,1307.53,-9.49327,69.0782,42.8314,42.8257
84,35.0,-35.0,12.5,1000,-750,525.998,202.847,91.0415,-33.7235,728.323,-170.956,557.367,-30.0029,16.1159,-8.92539,-8.92658
85,35.0,-35.0,12.5,1000,-1000,500.745,486.588,90.8573,27.1206,1042.57,-191.19,851.378,-29.4655,32.6246,2.54293,2.54033
86,35.0,-35.0,12.5,1000,-1250,453.749,832.374,106.465,131.69,1444.95,-223.884,1221.06,-28.2006,51.4668,16.8161,16.8114
87,35.0,-35.0,12.5,1000,-1500,382.865,1236.1,140.604,268.64,1909.82,-263.048,1646.77,-25.6092,72.855,34.2297,34.2224
88,35.0,-35.0,12.5,1250,-750,866.009,153.157,218.345,-50.1496,1101.83,-242.864,858.97,-47.8092,14.2727,-23.8448,-23.8491
89,35.0,-35.0,12.5,1250,-1000,850.911,459.271,217.597,-2.08172,1434.59,-259.142,1175.44,-47.7329,33.0426,-10.828,-10.8335
90,35.0,-35.0,12.5,1250,-1250,811.043,826.482,234.64,96.2694,1868.92,-288.832,1580.08,-47.0537,53.8522,4.06517,4.05777
91,35.0,-35.0,12.5,1250,-1500,752.662,1252.93,264.679,237.181,2382.78,-326.255,2056.52,-45.595,76.8772,20.6928,20.6831
92,35.0,-35.0,12.5,1500,-750,1273.61,79.2352,383.025,-64.1914,1545.78,-325.973,1219.81,-69.0421,10.7493,-42.6486,-42.6562
93,35.0,-35.0,12.5,1500,-1000,1262.98,399.985,387.789,-21.2688,1916.75,-342.258,1574.49,-69.2542,31.5811,-29.6517,-29.6604
94,35.0,-35.0,12.5,1500,-1250,1236.92,798.053,406.593,59.1629,2366.45,-367.575,1998.88,-69.1957,54.9613,-12.023,-12.0334
