,h1 [град],h2 [град],Vн [км/ч],n1 [об/мин],n2 [об/мин],ТВ1 [Н],ТВ2 [Н],RК1 [Н],RК2 [Н],R ВМГ [Н],R тела [Н],R суммарная [Н],Mвx1 [Н*м],Mвx2 [Н*м],Mx ВМГ [Н*м],Mx суммарная [Н*м]
0,25.0,-32.5,0.0,750,-750,184.073,301.354,130.886,117.905,705.112,-37.8792,667.233,-8.46641,16.956,5.97686,5.97285
1,25.0,-32.5,0.0,750,-1000,132.26,547.119,170.302,234.126,1023.12,-51.3845,971.732,-7.04682,29.0549,16.4379,16.4331
2,25.0,-32.5,0.0,750,-1250,67.227,833.322,246.728,361.158,1415.28,-70.5285,1344.75,-4.8333,43.1639,28.4237,28.4178
3,25.0,-32.5,0.0,750,-1500,-8.20541,1175.95,337.15,519.22,1893.24,-94.2959,1798.95,-2.06144,60.058,42.8007,42.7934
4,25.0,-32.5,0.0,1000,-750,373.072,280.896,216.423,98.5292,935.211,-60.5163,874.695,-15.9246,17.0225,0.121571,0.117085
5,25.0,-32.5,0.0,1000,-1000,330.455,541.037,245.9,216.498,1282.41,-72.1348,1210.27,-15.0884,30.2846,10.7511,10.7458
6,25.0,-32.5,0.0,1000,-1250,265.005,860.831,294.709,369.995,1696.46,-88.6271,1607.83,-13.3782,45.9784,24.5037,24.4974
7,25.0,-32.5,0.0,1000,-1500,181.997,1228.28,371.991,533.463,2180.33,-108.907,2071.42,-10.6727,63.9974,39.978,39.9706
8,25.0,-32.5,0.0,1250,-750,611.637,235.953,332.113,80.4418,1206.32,-89.9001,1116.42,-25.2987,15.6266,-8.89907,-8.90415
9,25.0,-32.5,0.0,1250,-1000,573.292,518.496,358.422,191.424,1584.96,-101.159,1483.8,-24.6701,30.6435,3.22688,3.22105
10,25.0,-32.5,0.0,1250,-1250,515.726,850.283,399.848,343.845,2029.29,-115.808,1913.48,-23.4795,47.4215,17.0629,17.0562
11,25.0,-32.5,0.0,1250,-1500,442.168,1249.88,453.753,526.347,2541.58,-133.937,2407.64,-21.6319,66.9128,34.5364,34.5285
12,25.0,-32.5,0.0,1500,-750,894.839,184.144,479.218,66.2933,1549.33,-125.805,1423.53,-36.4967,13.529,-19.3523,-19.3581
13,25.0,-32.5,0.0,1500,-1000,866.84,471.522,496.38,162.391,1922.25,-134.056,1788.2,-36.1299,29.558,-7.60232,-7.60877
14,25.0,-32.5,0.0,1500,-1250,821.737,824.366,526.795,315.109,2399.92,-147.207,2252.72,-35.4156,48.0321,7.34316,7.33577
15,25.0,-32.5,0.0,1500,-1500,752.577,1226.49,579.114,510.907,2953.65,-166.41,2787.24,-34.0137,68.3639,24.3864,24.3779
16,25.0,-32.5,2.5,750,-750,179.697,296.281,101.717,101.604,651.367,-58.1402,593.227,-8.31654,16.7597,5.93971,5.93735
17,25.0,-32.5,2.5,750,-1000,127.83,536.406,138.408,206.931,954.229,-74.3602,879.869,-6.86689,28.6157,16.5391,16.5359
18,25.0,-32.5,2.5,750,-1250,62.1284,828.899,213.013,324.33,1336.06,-97.6508,1238.41,-4.63363,42.9634,28.2441,28.2397
19,25.0,-32.5,2.5,750,-1500,-14.7352,1172.2,290.517,480.759,1798.31,-124.45,1673.86,-1.80157,59.9003,42.6764,42.6706
20,25.0,-32.5,2.5,1000,-750,369.398,274.242,178.402,84.8754,874.128,-83.1478,790.981,-15.8003,16.73,0.0915077,0.0885304
21,25.0,-32.5,2.5,1000,-1000,324.758,535.164,205.137,194.939,1209.79,-97.2257,1112.56,-14.8886,30.0532,10.7709,10.7672
22,25.0,-32.5,2.5,1000,-1250,257.829,851.96,251.756,338.974,1609.51,-116.765,1492.74,-13.0925,45.6132,24.7019,24.6972
23,25.0,-32.5,2.5,1000,-1500,173.985,1216.51,332.442,494.181,2081.6,-141.738,1939.87,-10.3553,63.512,39.5025,39.4965
24,25.0,-32.5,2.5,1250,-750,609.028,231.125,283.861,67.5346,1138.88,-114.709,1024.17,-25.2136,15.3858,-9.0387,-9.04239
25,25.0,-32.5,2.5,1250,-1000,567.79,510.505,309.07,173.161,1505.82,-128.433,1377.39,-24.4928,30.2981,3.38537,3.38099
26,25.0,-32.5,2.5,1250,-1250,510.635,842.852,345.761,317.867,1938.16,-145.701,1792.46,-23.2824,47.1278,17.0296,17.0244
27,25.0,-32.5,2.5,1250,-1500,430.662,1236.88,401.38,497.752,2436.91,-168.173,2268.74,-21.2103,66.4067,34.4101,34.4037
28,25.0,-32.5,2.5,1500,-750,893.02,179.587,421.715,52.2238,1472.08,-154.239,1317.84,-36.3845,13.2083,-19.2755,-19.28
29,25.0,-32.5,2.5,1500,-1000,864.922,463.089,434.6,146.909,1835.87,-164.461,1671.41,-36.0662,29.163,-7.69408,-7.6992
30,25.0,-32.5,2.5,1500,-1250,812.279,815.948,468.268,293.136,2302.48,-181.785,2120.7,-35.1936,47.6694,7.51592,7.50995
31,25.0,-32.5,2.5,1500,-1500,734.799,1219.94,523.132,473.43,2837.08,-203.806,2633.27,-33.4754,68.0301,24.8393,24.8324
32,25.0,-32.5,5.0,750,-750,170.114,282.068,54.8792,71.7016,557.13,-101.699,455.432,-8.0139,16.2517,5.71841,5.72803
33,25.0,-32.5,5.0,750,-1000,118.753,519.736,89.0519,159.486,844.211,-122.387,721.824,-6.55289,28.0768,16.1866,16.195
34,25.0,-32.5,5.0,750,-1250,49.8352,820.099,152.106,265.404,1199.6,-150.102,1049.49,-4.17593,42.6885,27.8944,27.9013
35,25.0,-32.5,5.0,750,-1500,-27.3456,1165.93,210.011,415.994,1638.15,-179.933,1458.21,-1.30707,59.7654,42.3786,42.3838
36,25.0,-32.5,5.0,1000,-750,361.968,258.179,116.271,57.8088,767.735,-129.708,638.027,-15.5874,16.0628,-0.10356,-0.0948928
37,25.0,-32.5,5.0,1000,-1000,312.799,520.372,139.18,154.293,1082.67,-147.178,935.489,-14.4899,29.5189,10.5686,10.5762
38,25.0,-32.5,5.0,1000,-1250,245.091,834.828,180.548,281.542,1463.51,-170.553,1292.96,-12.6279,45.0159,24.6077,24.614
39,25.0,-32.5,5.0,1000,-1500,162.784,1201.47,261.861,417.702,1913.24,-201.324,1711.91,-9.95395,62.954,39.0375,39.042
40,25.0,-32.5,5.0,1250,-750,601.479,214.823,207.282,42.2837,1019.11,-165.223,853.883,-24.9577,14.6337,-8.92556,-8.91803
41,25.0,-32.5,5.0,1250,-1000,559.61,492.834,225.347,135.606,1365.45,-181.089,1184.36,-24.2175,29.5744,3.105,3.11158
42,25.0,-32.5,5.0,1250,-1250,497.285,827.355,258.515,267.347,1777.69,-201.948,1575.75,-22.8274,46.574,16.9525,16.9579
43,25.0,-32.5,5.0,1250,-1500,415.054,1211.2,309.628,430.986,2256.95,-228.03,2028.91,-20.6204,65.5265,34.4262,34.4302
44,25.0,-32.5,5.0,1500,-750,888.547,164.428,326.832,32.7555,1343.84,-208.944,1134.9,-36.2636,12.4395,-19.2875,-19.2813
45,25.0,-32.5,5.0,1500,-1000,853.676,442.265,341.338,114.842,1683.51,-222.558,1460.95,-35.7397,28.2389,-7.49247,-7.48703
46,25.0,-32.5,5.0,1500,-1250,798.119,798.644,369.712,244.424,2130.13,-242.059,1888.07,-34.702,46.97,7.4565,7.46083
47,25.0,-32.5,5.0,1500,-1500,723.587,1202.94,412.47,411.847,2642.74,-265.694,2377.05,-33.0256,67.4191,24.7506,24.7537
48,25.0,-32.5,7.5,750,-750,159.658,261.619,15.5491,41.8584,456.628,-92.9725,363.656,-7.69804,15.5357,5.46755,5.47385
49,25.0,-32.5,7.5,750,-1000,105.814,500.015,50.8919,112.835,725.589,-119.288,606.301,-6.11222,27.4503,15.6918,15.6965
50,25.0,-32.5,7.5,750,-1250,37.4999,806.884,91.6692,215.789,1060.87,-149.062,911.807,-3.72168,42.3605,27.4739,27.4768
51,25.0,-32.5,7.5,750,-1500,-40.1629,1158.89,134.606,356.559,1479.5,-182.184,1297.32,-0.804659,59.739,42.0241,42.0249
52,25.0,-32.5,7.5,1000,-750,351.301,237.692,63.6741,30.3652,655.558,-123.617,531.942,-15.2928,15.2514,-0.235614,-0.230607
53,25.0,-32.5,7.5,1000,-1000,300.004,499.002,79.7602,114.645,948.351,-144.272,804.079,-14.0961,28.7853,10.1621,10.1658
54,25.0,-32.5,7.5,1000,-1250,232.964,811.01,118.499,224.511,1316.0,-172.06,1143.94,-12.2331,44.3405,24.0431,24.0451
55,25.0,-32.5,7.5,1000,-1500,146.135,1187.33,198.538,343.385,1742.4,-208.79,1533.61,-9.36324,62.495,38.7086,38.7084
56,25.0,-32.5,7.5,1250,-750,593.129,196.97,138.365,17.0316,897.536,-162.622,734.914,-24.7371,13.851,-8.94898,-8.94547
57,25.0,-32.5,7.5,1250,-1000,548.433,469.297,152.244,97.7642,1218.89,-180.975,1037.91,-23.8908,28.6483,2.96341,2.9657
58,25.0,-32.5,7.5,1250,-1250,482.55,807.009,179.476,216.486,1611.47,-205.284,1406.19,-22.3561,45.903,16.5132,16.514
59,25.0,-32.5,7.5,1250,-1500,399.905,1189.58,225.645,363.857,2075.45,-235.443,1840.0,-20.1113,64.9384,33.7299,33.7289
60,25.0,-32.5,7.5,1500,-750,882.032,147.971,240.96,6.80782,1206.99,-209.65,997.337,-36.0484,11.7067,-19.1896,-19.1879
61,25.0,-32.5,7.5,1500,-1000,846.248,420.836,251.297,77.6594,1526.64,-225.214,1301.43,-35.4819,27.3327,-7.70051,-7.69977
62,25.0,-32.5,7.5,1500,-1250,787.356,774.564,275.021,194.894,1950.06,-247.691,1702.37,-34.3456,46.0407,7.01409,7.01345
63,25.0,-32.5,7.5,1500,-1500,707.128,1183.88,313.891,348.47,2443.92,-275.453,2168.46,-32.4791,66.818,24.4961,24.4939
64,25.0,-32.5,10.0,750,-750,143.138,232.588,-7.19427,11.1297,357.978,-82.4539,275.524,-7.17902,14.4561,5.18952,5.19216
65,25.0,-32.5,10.0,750,-1000,91.1631,473.106,17.4873,71.6784,609.624,-110.709,498.915,-5.60157,26.5824,15.5006,15.5014
66,25.0,-32.5,10.0,750,-1250,26.2577,779.221,39.2433,168.615,923.354,-141.286,782.068,-3.28837,41.5231,27.1732,27.1721
67,25.0,-32.5,10.0,750,-1500,-53.2808,1145.58,69.3537,301.792,1328.73,-177.741,1150.99,-0.278868,59.5863,41.4756,41.472
68,25.0,-32.5,10.0,1000,-750,336.374,210.803,20.5424,4.52613,543.834,-112.386,431.449,-14.8664,14.1553,-0.331556,-0.330329
69,25.0,-32.5,10.0,1000,-1000,286.094,470.362,31.5898,75.4656,818.352,-135.385,682.967,-13.6627,27.7778,9.76888,9.76856
70,25.0,-32.5,10.0,1000,-1250,217.065,783.709,74.3963,167.547,1170.82,-169.159,1001.66,-11.7102,43.4826,23.1973,23.1949
71,25.0,-32.5,10.0,1000,-1500,131.785,1155.93,134.335,280.113,1573.91,-207.657,1366.25,-8.86161,61.4701,38.2583,38.2535
72,25.0,-32.5,10.0,1250,-750,580.082,170.881,81.4069,-7.30436,775.282,-153.829,621.453,-24.4046,12.7086,-8.90411,-8.90476
73,25.0,-32.5,10.0,1250,-1000,534.047,441.516,90.2039,61.3429,1077.63,-174.28,903.354,-23.4803,27.601,2.91928,2.9173
74,25.0,-32.5,10.0,1250,-1250,466.969,778.345,111.132,168.049,1449.29,-201.684,1247.61,-21.8816,44.9446,15.826,15.8222
75,25.0,-32.5,10.0,1250,-1500,384.142,1166.2,156.813,298.719,1900.27,-236.926,1663.35,-19.6211,64.3153,32.9634,32.9575
76,25.0,-32.5,10.0,1500,-750,870.985,129.786,168.551,-16.3893,1077.73,-204.93,872.799,-35.796,10.8317,-18.7402,-18.7429
77,25.0,-32.5,10.0,1500,-1000,833.776,394.175,175.414,43.7004,1376.09,-221.819,1154.28,-35.1634,26.2594,-7.69549,-7.69939
78,25.0,-32.5,10.0,1500,-1250,772.181,744.485,194.184,148.201,1775.89,-246.805,1529.08,-33.9104,44.9201,6.79895,6.79344
79,25.0,-32.5,10.0,1500,-1500,689.661,1157.71,226.392,289.741,2252.78,-278.004,1974.78,-31.9467,66.0149,23.7361,23.7286
80,25.0,-32.5,12.5,750,-750,98.8678,200.009,-4.17632,-16.3655,256.083,-88.3629,167.72,-5.71659,13.0635,5.19387,5.19377
81,25.0,-32.5,12.5,750,-1000,74.0736,442.308,-7.38706,38.8702,506.798,-106.458,400.34,-4.94711,25.585,15.235,15.2333
82,25.0,-32.5,12.5,750,-1250,15.09,742.211,-0.228179,127.642,801.364,-136.313,665.052,-2.82874,40.3549,27.2228,27.2191
83,25.0,-32.5,12.5,750,-1500,-62.1252,1105.53,17.5274,249.941,1180.56,-173.767,1006.79,0.110165,58.2249,41.1275,41.1212
84,25.0,-32.5,12.5,1000,-750,315.745,178.763,-8.59015,-16.2688,439.534,-106.642,332.892,-14.2168,12.7524,-0.449838,-0.450943
85,25.0,-32.5,12.5,1000,-1000,265.405,434.551,10.5411,36.3155,704.342,-133.602,570.74,-12.9688,26.4602,9.58124,9.57821
86,25.0,-32.5,12.5,1000,-1250,196.477,747.813,49.6114,113.79,1038.45,-170.377,868.071,-10.9933,42.2437,23.0737,23.0682
87,25.0,-32.5,12.5,1000,-1500,117.934,1119.77,82.9927,226.643,1426.84,-208.29,1218.55,-8.35528,60.4522,38.0416,38.0335
88,25.0,-32.5,12.5,1250,-750,562.063,143.181,38.1663,-28.5237,662.344,-148.42,513.925,-23.8842,11.4899,-8.62393,-8.62722
89,25.0,-32.5,12.5,1250,-1000,517.515,409.823,42.5486,29.3258,948.949,-169.792,779.157,-22.9465,26.3951,2.83181,2.82696
90,25.0,-32.5,12.5,1250,-1250,450.279,742.244,62.5571,121.374,1303.27,-200.286,1102.98,-21.3242,43.6876,15.352,15.3452
91,25.0,-32.5,12.5,1250,-1500,362.526,1129.62,122.199,229.692,1739.0,-242.983,1496.01,-18.8954,63.1298,31.9932,31.9836
92,25.0,-32.5,12.5,1500,-750,857.565,108.536,111.467,-39.8042,958.334,-201.138,757.197,-35.4377,9.89575,-17.9863,-17.9921
93,25.0,-32.5,12.5,1500,-1000,818.83,364.947,115.759,12.3975,1241.03,-219.348,1021.68,-34.7257,25.0932,-7.31607,-7.32315
94,25.0,-32.5,12.5,1500,-1250,756.111,711.393,129.086,105.251,1618.02,-246.273,1371.75,-33.4036,43.743,6.71975,6.71083
95,25.0,-32.5,12.5,1500,-1500,671.994,1122.19,157.052,234.513,2074.7,-280.937,1793.76,-31.3799,64.8718,22.6131,22.6019
96,25.0,-32.5,15.0,750,-750,44.6765,173.259,-35.2356,-44.9694,115.697,-95.684,20.0129,-3.73839,11.9618,4.87736,4.88162
97,25.0,-32.5,15.0,750,-1000,40.4694,399.872,-39.3604,6.30174,370.193,-110.26,259.933,-3.64092,24.0546,14.9207,14.9231
98,25.0,-32.5,15.0,750,-1250,-5.73448,703.75,-41.762,84.911,662.869,-137.462,525.407,-1.96967,39.2043,27.1515,27.1518
99,25.0,-32.5,15.0,750,-1500,-79.1734,1062.6,-34.8422,196.424,1019.43,-175.589,843.842,0.833113,56.9404,40.7865,40.784
100,25.0,-32.5,15.0,1000,-750,227.748,158.679,14.5099,-52.4677,317.873,-133.931,183.942,-11.6929,11.832,2.01994,2.02115
101,25.0,-32.5,15.0,1000,-1000,222.09,387.822,3.20913,-7.01756,567.1,-145.594,421.506,-11.6039,24.5339,9.20101,9.20119
102,25.0,-32.5,15.0,1000,-1250,172.406,703.995,9.63946,66.2877,888.945,-175.458,713.487,-10.1286,40.7109,22.6694,22.6675
103,25.0,-32.5,15.0,1000,-1500,98.7832,1076.81,26.3323,172.208,1258.78,-213.124,1045.66,-7.60722,59.044,37.8205,37.8159
104,25.0,-32.5,15.0,1250,-750,531.643,115.454,-5.23857,-54.0533,533.776,-150.492,383.285,-23.0187,10.1097,-8.36039,-8.35989
105,25.0,-32.5,15.0,1250,-1000,490.404,364.288,-3.80114,-4.3413,800.269,-172.61,627.659,-22.1162,24.4287,2.55769,2.55646
106,25.0,-32.5,15.0,1250,-1250,424.616,694.769,20.7178,69.4802,1142.53,-206.76,935.767,-20.4888,41.8685,14.9832,14.9796
107,25.0,-32.5,15.0,1250,-1500,335.845,1080.42,78.3283,161.976,1557.76,-253.41,1304.35,-17.9813,61.2923,31.8156,31.8089
