# Design Points of Design of Experiments
# Custom
# ,P1 - (B1_P1) h1 (degree) ,P2 - (B2_P1) h2 (degree) ,P28 - Vx (km hr^-1) ,P29 - n1 (rev min^-1) ,P30 - n2 (rev min^-1) ,P17 - R1 (N) ,P18 - R2 (N) ,P19 - rx ring 1 (N) ,P20 - rx ring 2 (N) ,P21 - rx wmg (N) ,P22 - rx body (N) ,P23 - rx sum (N) ,P24 - mx1 (J) ,P25 - mx2 (J) ,P26 - mx wmg (J) ,P27 - mx sum (J) 
Name,P1,P2,P28,P29,P30,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27
1,22.5,-27.5,0,750,-750,167.093,231.255,100.304,83.7646,562.429,-36.588,525.841,-7.05555,11.6269,3.18848,3.18613
2,22.5,-27.5,0,750,-1000,123.534,429.174,128.988,166.751,812.997,-46.7611,766.236,-6.00332,20.259,10.9918,10.9888
3,22.5,-27.5,0,750,-1250,79.1394,708.347,177.493,250.332,1153.6,-53.0783,1100.53,-4.71531,31.7124,20.6244,20.6189
4,22.5,-27.5,0,750,-1500,16.5453,1011.68,243.109,354.814,1540.24,-69.5959,1470.64,-2.7178,44.3513,31.2457,31.2391
5,22.5,-27.5,0,1000,-750,336.151,194.041,170.973,69.0562,739.364,-56.6878,682.677,-13.2236,10.7595,-2.59878,-2.60155
6,22.5,-27.5,0,1000,-1000,299.631,414.869,188.99,154.337,1022.79,-63.9973,958.794,-12.5374,20.7025,5.68733,5.68402
7,22.5,-27.5,0,1000,-1250,254.468,689.026,216.399,252.582,1360.71,-68.1598,1292.55,-11.509,32.2625,16.5311,16.5252
8,22.5,-27.5,0,1000,-1500,190.199,1025.69,268.835,373.86,1769,-83.1802,1685.82,-9.78025,46.3601,28.3242,28.3174
9,22.5,-27.5,0,1250,-750,554.155,142.152,263.931,54.0755,967.638,-73.2072,894.431,-21.0774,8.93165,-10.5368,-10.5418
10,22.5,-27.5,0,1250,-1000,524.365,371.446,276.704,137.739,1262.09,-80.335,1181.75,-20.5901,19.7987,-1.86305,-1.86873
11,22.5,-27.5,0,1250,-1250,475.826,658.665,303.685,242.571,1626.84,-92.0384,1534.8,-19.6561,32.4784,9.51161,9.50521
12,22.5,-27.5,0,1250,-1500,413.249,992.96,341.911,361.339,2035.77,-104.831,1930.94,-18.2716,46.6743,22.7227,22.7154
13,22.5,-27.5,0,1500,-750,803.138,81.1222,392.045,37.3034,1248.43,-104.959,1143.47,-30.2723,6.51067,-19.571,-19.5766
14,22.5,-27.5,0,1500,-1000,773.125,315.385,406.176,101.898,1527.28,-110.862,1416.42,-29.7513,18.0421,-11.2339,-11.24
15,22.5,-27.5,0,1500,-1250,733.256,610.914,426.232,204.599,1907.44,-119.248,1788.19,-29.0682,31.6393,0.159925,0.153068
16,22.5,-27.5,0,1500,-1500,684.734,960.258,453.221,330.69,2353.04,-130.656,2222.39,-28.1771,46.9167,13.9922,13.9843
17,22.5,-27.5,2.5,750,-750,164.491,228.464,76.0608,71.1911,520.933,-49.7377,471.195,-6.97598,11.5403,3.19433,3.19217
18,22.5,-27.5,2.5,750,-1000,120.706,428.626,104.41,145.147,764.774,-63.1702,701.604,-5.89803,20.2116,11.1754,11.1724
19,22.5,-27.5,2.5,750,-1250,73.03,700.543,149.693,221.555,1083.65,-77.6947,1005.95,-4.50853,31.4553,20.2281,20.2246
20,22.5,-27.5,2.5,750,-1500,8.92913,1006.48,204.416,325.707,1459.95,-95.5962,1364.35,-2.46088,44.1867,30.9811,30.9766
21,22.5,-27.5,2.5,1000,-750,334.089,191.825,139.708,57.8466,693.481,-72.5904,620.891,-13.1576,10.6835,-2.58668,-2.58951
22,22.5,-27.5,2.5,1000,-1000,296.445,411.912,155.325,137.49,966.94,-83.0689,883.871,-12.4356,20.6047,5.74465,5.74123
23,22.5,-27.5,2.5,1000,-1250,248.024,682.222,178.089,229.042,1287,-92.1826,1194.81,-11.2973,32.0498,16.4067,16.403
24,22.5,-27.5,2.5,1000,-1500,182.948,1018.36,233.555,339.618,1685.96,-110.964,1575,-9.52663,46.0995,28.0801,28.0754
25,22.5,-27.5,2.5,1250,-750,543.644,136.296,225.301,44.1606,903.132,-96.6737,806.458,-20.8106,8.6827,-10.1516,-10.1548
26,22.5,-27.5,2.5,1250,-1000,507.634,367.679,242.233,116.116,1186.46,-106.975,1079.48,-20.1362,19.6223,-1.34007,-1.34374
27,22.5,-27.5,2.5,1250,-1250,467.925,654.716,261.492,209.576,1541.78,-118.037,1423.74,-19.3895,32.2864,9.35962,9.35534
28,22.5,-27.5,2.5,1250,-1500,411.404,983.801,288.796,334.842,1947.11,-132.439,1814.67,-18.1746,46.3893,22.314,22.3089
29,22.5,-27.5,2.5,1500,-750,805.295,75.4581,333.152,34.9731,1184.19,-129.757,1054.43,-30.3431,6.2622,-19.5321,-19.5359
30,22.5,-27.5,2.5,1500,-1000,776.367,301.434,342.936,102.664,1454.5,-137.979,1316.52,-29.8775,17.549,-11.2336,-11.2379
31,22.5,-27.5,2.5,1500,-1250,724.531,596.383,368.624,202.556,1824.58,-151.276,1673.31,-28.8999,31.1948,0.562815,0.557823
32,22.5,-27.5,2.5,1500,-1500,666.859,948.614,399.624,315.703,2255.74,-165.483,2090.25,-27.7337,46.587,14.1918,14.1861
33,22.5,-27.5,5,750,-750,155.76,215.361,32.4404,44.2609,429.476,-55.1617,374.314,-6.72773,11.1251,3.04649,3.04429
34,22.5,-27.5,5,750,-1000,114.539,421.192,56.2241,103.042,662.43,-71.0443,591.386,-5.70087,19.9769,11.117,11.1138
35,22.5,-27.5,5,750,-1250,59.3992,688.135,100.475,174.83,963.346,-107.824,855.522,-4.07667,31.1083,19.8112,19.8128
36,22.5,-27.5,5,750,-1500,-4.60653,994.868,136.818,276.346,1318.8,-129.401,1189.4,-2.00973,43.9264,30.5135,30.5139
37,22.5,-27.5,5,1000,-750,326.38,179.181,80.2644,33.2845,589.164,-79.3867,509.777,-12.951,10.2253,-2.75554,-2.75862
38,22.5,-27.5,5,1000,-1000,286.94,399.586,92.2425,100.634,846.392,-92.5118,753.88,-12.1539,20.2017,5.68242,5.67851
39,22.5,-27.5,5,1000,-1250,234.768,667.591,118.342,183.749,1157.08,-124.485,1032.6,-10.891,31.6533,16.1217,16.1229
40,22.5,-27.5,5,1000,-1500,171.627,1003.59,174.843,278.482,1541.86,-148.525,1393.33,-9.18756,45.6789,27.5369,27.5368
41,22.5,-27.5,5,1250,-750,537.386,122.782,156.094,19.1024,791.607,-126.652,664.956,-20.6137,8.15137,-10.041,-10.039
