,h1 [град],h2 [град],Vн [км/ч],n1 [об/мин],n2 [об/мин],ТВ1 [Н],ТВ2 [Н],RК1 [Н],RК2 [Н],R ВМГ [Н],R тела [Н],R суммарная [Н],Mвx1 [Н*м],Mвx2 [Н*м],Mx ВМГ [Н*м],Mx суммарная [Н*м]
17,30.0,-32.5,2.5,750,-1000,206.214,543.961,180.231,189.592,1058.83,-84.6316,974.196,-11.4902,29.6396,13.1018,13.0983
18,30.0,-32.5,2.5,750,-1250,147.056,837.399,227.691,327.869,1444.17,-106.245,1337.92,-9.39382,44.1407,25.5922,25.5875
19,30.0,-32.5,2.5,750,-1500,83.4139,1182.89,316.925,477.805,1929.27,-132.389,1796.88,-6.7789,61.2036,40.1518,40.1459
20,30.0,-32.5,2.5,1000,-750,474.33,265.43,257.802,65.6455,1020.77,-102.334,918.439,-22.9456,17.1841,-5.44874,-5.45215
21,30.0,-32.5,2.5,1000,-1000,447.881,535.127,286.387,161.166,1375.58,-115.833,1259.75,-22.628,31.1716,4.60645,4.60235
22,30.0,-32.5,2.5,1000,-1250,396.971,856.552,334.119,302.993,1794.75,-135.347,1659.41,-21.4107,47.0121,18.7084,18.7033
23,30.0,-32.5,2.5,1000,-1500,321.071,1224.48,389.959,478.948,2274.14,-157.228,2116.91,-18.8505,65.2284,34.0706,34.0643
24,30.0,-32.5,2.5,1250,-750,750.793,203.748,414.901,56.0049,1355.6,-146.058,1209.54,-35.7094,14.9238,-17.659,-17.6634
25,30.0,-32.5,2.5,1250,-1000,734.765,503.862,434.777,135.466,1738.16,-157.065,1581.09,-35.6967,31.4767,-5.22648,-5.23144
26,30.0,-32.5,2.5,1250,-1250,703.055,846.455,471.613,264.338,2199.09,-173.519,2025.57,-35.4049,49.0948,7.40358,7.39779
27,30.0,-32.5,2.5,1250,-1500,644.628,1241.77,532.264,442.085,2722.51,-196.666,2525.84,-34.1476,68.4718,24.7408,24.7339
28,30.0,-32.5,2.5,1500,-750,1085.27,113.245,611.094,54.4852,1765.1,-199.935,1565.17,-51.3286,10.58,-31.7566,-31.7622
29,30.0,-32.5,2.5,1500,-1000,1074.27,435.795,627.235,122.05,2163.88,-209.12,1954.76,-51.4367,29.5315,-19.5449,-19.5509
30,30.0,-32.5,2.5,1500,-1250,1049.88,813.992,660.753,230.312,2650.05,-223.397,2426.65,-51.248,49.8377,-4.16465,-4.17137
31,30.0,-32.5,2.5,1500,-1500,1012.08,1228.33,704.379,390.484,3210.66,-241.858,2968.8,-50.8219,71.0011,10.8681,10.8605
32,30.0,-32.5,5.0,750,-750,239.951,277.09,95.1885,55.8912,643.322,-114.586,528.735,-12.3346,16.5699,2.30288,2.31224
33,30.0,-32.5,5.0,750,-1000,197.388,519.74,117.425,148.91,938.998,-132.701,806.297,-11.1167,28.7649,13.0058,13.014
34,30.0,-32.5,5.0,750,-1250,137.04,826.695,162.469,269.986,1306.24,-157.284,1148.95,-8.94038,43.7874,25.3601,25.3669
35,30.0,-32.5,5.0,750,-1500,72.529,1174.36,248.707,400.952,1768.78,-190.961,1577.82,-6.25013,60.9404,39.8183,39.8233
36,30.0,-32.5,5.0,1000,-750,470.608,245.338,189.575,38.9687,909.396,-151.812,757.584,-22.8298,16.2294,-5.90405,-5.89588
37,30.0,-32.5,5.0,1000,-1000,437.016,515.204,214.514,124.514,1242.22,-168.457,1073.76,-22.2182,30.3214,4.40355,4.41074
38,30.0,-32.5,5.0,1000,-1250,382.778,842.782,249.663,253.616,1639.84,-190.501,1449.34,-20.8003,46.4565,18.6974,18.7033
39,30.0,-32.5,5.0,1000,-1500,307.184,1213.3,298.299,413.606,2098.41,-216.145,1882.27,-18.2164,64.8307,34.0267,34.0311
40,30.0,-32.5,5.0,1250,-750,752.611,186.338,324.498,27.4734,1227.5,-199.436,1028.06,-35.7229,14.025,-18.5575,-18.5508
41,30.0,-32.5,5.0,1250,-1000,732.11,480.494,342.727,101.054,1591.63,-213.36,1378.27,-35.6332,30.3864,-5.9154,-5.90953
42,30.0,-32.5,5.0,1250,-1250,692.397,825.266,377.42,218.94,2033.82,-233.258,1800.56,-35.0,48.191,7.28432,7.28909
43,30.0,-32.5,5.0,1250,-1500,627.032,1225.2,428.477,383.082,2538.77,-259.362,2279.41,-33.3818,67.7798,24.4192,24.4225
44,30.0,-32.5,5.0,1500,-750,1088.62,103.51,503.158,22.9946,1624.66,-258.023,1366.63,-51.2423,10.0797,-32.2723,-32.2672
45,30.0,-32.5,5.0,1500,-1000,1076.2,416.135,515.161,83.0076,2001.36,-269.086,1732.27,-51.3437,28.5648,-20.3813,-20.377
46,30.0,-32.5,5.0,1500,-1250,1049.3,788.669,541.985,187.53,2468.7,-286.094,2182.6,-51.2038,48.684,-5.08649,-5.08311
47,30.0,-32.5,5.0,1500,-1500,1003.4,1205.74,586.339,338.288,3015.33,-309.068,2706.26,-50.5457,70.0634,10.8927,10.8948
48,30.0,-32.5,7.5,750,-750,230.912,255.158,47.2165,29.0556,536.424,-106.944,429.48,-12.0323,15.7186,2.20083,2.20672
49,30.0,-32.5,7.5,750,-1000,187.639,500.494,62.0857,111.223,816.627,-128.56,688.066,-10.7604,28.1547,12.6263,12.6309
50,30.0,-32.5,7.5,750,-1250,124.385,811.263,109.819,211.724,1165.33,-158.699,1006.63,-8.38918,43.2843,24.8037,24.8063
51,30.0,-32.5,7.5,750,-1500,60.5246,1164.24,178.686,335.435,1606.93,-196.177,1410.75,-5.69016,60.7565,39.464,39.4645
52,30.0,-32.5,7.5,1000,-750,463.416,221.395,129.506,12.2963,789.797,-148.159,641.638,-22.6159,15.1154,-6.01591,-6.01166
53,30.0,-32.5,7.5,1000,-1000,425.655,490.046,145.145,89.0236,1099.52,-167.393,932.13,-21.8218,29.329,4.11137,4.1144
54,30.0,-32.5,7.5,1000,-1250,369.901,815.721,172.264,204.903,1483.62,-192.578,1291.04,-20.2886,45.6084,18.1415,18.143
55,30.0,-32.5,7.5,1000,-1500,293.994,1198.72,214.583,349.766,1922.13,-222.24,1699.89,-17.675,64.384,33.714,33.7137
56,30.0,-32.5,7.5,1250,-750,752.561,160.876,244.417,-0.0276318,1093.45,-199.805,893.649,-35.7523,12.7027,-19.0305,-19.0281
57,30.0,-32.5,7.5,1250,-1000,726.454,452.112,259.998,65.3434,1438.01,-216.416,1221.59,-35.47,29.0955,-6.16713,-6.16583
58,30.0,-32.5,7.5,1250,-1250,679.093,798.621,289.386,173.498,1858.66,-239.567,1619.1,-34.5099,47.1267,6.87108,6.87096
59,30.0,-32.5,7.5,1250,-1500,613.434,1189.05,326.222,322.314,2343.66,-267.401,2076.26,-32.8029,66.7948,24.5501,24.5483
60,30.0,-32.5,7.5,1500,-750,1093.93,87.082,401.331,-5.38186,1482.14,-263.207,1218.93,-51.4218,9.16679,-33.9284,-33.9282
61,30.0,-32.5,7.5,1500,-1000,1077.22,384.553,412.481,47.5252,1831.85,-276.423,1555.43,-51.4115,27.0117,-21.0263,-21.0271
62,30.0,-32.5,7.5,1500,-1250,1044.68,757.35,436.878,143.607,2282.28,-296.5,1985.78,-51.0841,47.2953,-5.56038,-5.56231
63,30.0,-32.5,7.5,1500,-1500,990.244,1178.12,477.426,283.359,2809.04,-322.763,2486.27,-50.0492,68.9679,10.5147,10.5113
64,30.0,-32.5,10.0,750,-750,218.217,226.938,8.93143,3.84993,431.407,-94.6978,336.709,-11.5856,14.6002,2.18603,2.18848
65,30.0,-32.5,10.0,750,-1000,174.633,471.787,21.1375,72.1269,695.711,-119.417,576.295,-10.2347,27.1456,12.4389,12.4398
66,30.0,-32.5,10.0,750,-1250,112.741,782.72,65.925,157.187,1027.71,-154.527,873.183,-7.88677,42.3372,24.3021,24.3008
67,30.0,-32.5,10.0,750,-1500,48.3208,1147.31,114.467,278.339,1451.97,-194.325,1257.65,-5.10163,60.4109,38.872,38.8681
68,30.0,-32.5,10.0,1000,-750,450.878,192.548,77.4489,-11.7719,669.05,-138.833,530.217,-22.2299,13.8009,-6.24618,-6.24591
69,30.0,-32.5,10.0,1000,-1000,413.801,459.999,85.1197,53.9112,961.165,-159.595,801.57,-21.4087,28.171,4.02805,4.027
70,30.0,-32.5,10.0,1000,-1250,357.648,782.507,104.347,158.541,1330.43,-187.866,1142.57,-19.8269,44.5821,17.1537,17.1508
71,30.0,-32.5,10.0,1000,-1500,278.072,1173.22,147.145,287.649,1751.14,-222.439,1528.7,-17.0173,63.5102,33.1892,33.1842
72,30.0,-32.5,10.0,1250,-750,745.549,135.169,177.268,-25.2547,965.97,-193.966,772.004,-35.589,11.4244,-18.7495,-18.7514
73,30.0,-32.5,10.0,1250,-1000,715.53,419.615,188.348,31.077,1288.6,-212.463,1076.14,-35.1229,27.6711,-6.14312,-6.14632
74,30.0,-32.5,10.0,1250,-1250,665.33,765.719,207.567,130.281,1685.46,-238.066,1447.39,-34.0338,45.8681,6.5029,6.49806
75,30.0,-32.5,10.0,1250,-1500,597.073,1162.61,238.686,267.576,2158.43,-269.658,1888.77,-32.182,65.957,23.3473,23.3405
76,30.0,-32.5,10.0,1500,-750,1094.36,66.0646,313.325,-33.9543,1342.13,-260.897,1081.23,-51.498,8.07764,-33.1183,-33.1229
77,30.0,-32.5,10.0,1500,-1000,1073.86,351.398,323.105,12.4766,1667.65,-276.005,1391.64,-51.3521,25.3952,-21.7969,-21.8025
78,30.0,-32.5,10.0,1500,-1250,1035.23,720.464,344.277,99.9157,2098.55,-298.954,1799.6,-50.7874,45.6792,-5.71106,-5.71812
79,30.0,-32.5,10.0,1500,-1500,974.709,1145.47,376.293,231.106,2605.34,-328.325,2277.02,-49.4984,67.7539,9.94705,9.93812
80,30.0,-32.5,12.5,750,-750,178.112,192.343,1.96783,-23.2363,323.331,-97.6138,225.717,-10.0642,13.0324,2.71928,2.71851
81,30.0,-32.5,12.5,750,-1000,154.147,439.11,7.60279,31.0663,591.657,-118.666,472.991,-9.36083,25.9569,12.143,12.1406
82,30.0,-32.5,12.5,750,-1250,102.177,739.139,31.759,110.275,906.071,-152.477,753.594,-7.37472,40.8896,24.4593,24.4546
83,30.0,-32.5,12.5,750,-1500,36.9886,1121.81,63.8257,227.185,1311.4,-193.818,1117.58,-4.51291,59.7465,38.1738,38.1662
84,30.0,-32.5,12.5,1000,-750,430.384,163.937,39.4979,-31.0645,561.411,-134.035,427.376,-21.5135,12.514,-5.76653,-5.76931
85,30.0,-32.5,12.5,1000,-1000,398.391,427.274,39.9295,23.266,837.786,-154.416,683.37,-20.7824,26.9204,4.20788,4.20362
86,30.0,-32.5,12.5,1000,-1250,341.528,746.637,56.7466,114.271,1188.96,-185.6,1003.36,-19.1314,43.2971,16.9806,16.9742
87,30.0,-32.5,12.5,1000,-1500,262.044,1119.8,110.962,218.698,1603.76,-227.09,1376.67,-16.3099,61.7297,32.6208,32.6117
88,30.0,-32.5,12.5,1250,-750,728.322,115.66,125.505,-46.8657,852.76,-190.845,661.916,-35.0248,10.5358,-17.2621,-17.2676
89,30.0,-32.5,12.5,1250,-1000,700.648,386.383,128.735,1.32866,1151.3,-209.341,941.957,-34.5708,26.2738,-5.87644,-5.88321
90,30.0,-32.5,12.5,1250,-1250,650.577,729.77,141.592,89.8016,1528.29,-236.746,1291.54,-33.4446,44.5299,6.69612,6.68748
91,30.0,-32.5,12.5,1250,-1500,580.931,1128.01,166.202,216.781,1984.77,-271.709,1713.06,-31.53,64.8338,22.3261,22.3152
92,30.0,-32.5,12.5,1500,-750,1086.05,51.3548,245.193,-60.7297,1219.89,-259.301,960.587,-51.2612,7.60488,-31.4122,-31.4207
93,30.0,-32.5,12.5,1500,-1000,1063.6,320.693,251.244,-18.8432,1522.45,-276.024,1246.43,-51.0094,23.982,-21.2789,-21.2886
94,30.0,-32.5,12.5,1500,-1250,1021.82,683.187,265.299,60.4607,1928.59,-300.667,1627.93,-50.2942,44.1465,-5.35271,-5.36387
95,30.0,-32.5,12.5,1500,-1500,958.767,1106.28,288.854,182.489,2414.07,-332.804,2081.27,-48.9021,66.3348,9.75646,9.74304
96,30.0,-32.5,15.0,750,-750,131.089,163.508,-5.63201,-51.8105,211.17,-113.037,98.1336,-8.2666,11.791,3.10337,3.10607
97,30.0,-32.5,15.0,750,-1000,116.574,390.393,-13.1681,-12.0204,445.654,-128.837,316.817,-7.76709,24.0215,12.4227,12.4239
98,30.0,-32.5,15.0,750,-1250,83.8408,698.401,-6.02582,64.2725,768.38,-156.861,611.519,-6.47543,39.5906,24.3723,24.3713
99,30.0,-32.5,15.0,750,-1500,22.2652,1075.33,9.3909,171.656,1146.64,-197.172,949.472,-3.71379,58.2058,38.0194,38.0156
100,30.0,-32.5,15.0,1000,-750,376.3,132.889,10.8434,-58.2458,419.205,-144.641,274.564,-19.7675,10.9574,-4.40267,-4.4017
101,30.0,-32.5,15.0,1000,-1000,373.07,381.356,-2.73709,-9.51559,694.267,-157.136,537.132,-19.8371,24.9639,4.19908,4.19867
102,30.0,-32.5,15.0,1000,-1250,315.284,699.616,20.5779,61.9118,1033.53,-192.257,841.272,-18.0597,41.4669,16.773,16.7702
103,30.0,-32.5,15.0,1000,-1500,243.499,1074.91,63.3875,155.91,1435.88,-236.066,1199.82,-15.5171,60.1595,32.4604,32.4547
104,30.0,-32.5,15.0,1250,-750,685.884,94.9014,83.0922,-70.3759,720.811,-200.652,520.159,-33.8356,9.59433,-15.4802,-15.4824
105,30.0,-32.5,15.0,1250,-1000,676.087,340.875,69.6362,-28.8862,994.036,-213.222,780.814,-33.7332,24.1708,-5.99086,-5.99424
106,30.0,-32.5,15.0,1250,-1250,629.545,682.747,75.8894,46.3537,1354.19,-240.888,1113.3,-32.637,42.5915,6.53778,6.53245
107,30.0,-32.5,15.0,1250,-1500,560.963,1078.48,93.9496,160.429,1792.18,-278.088,1514.1,-30.7173,62.9182,22.0341,22.0262
108,30.0,-32.5,15.0,1500,-750,1054.49,34.3557,184.151,-84.6933,1081.82,-268.919,812.9,-50.3994,6.96513,-29.9627,-29.9683
109,30.0,-32.5,15.0,1500,-1000,1041.14,279.68,176.909,-49.3221,1353.09,-282.09,1071.0,-50.2744,21.9438,-20.8816,-20.8882
110,30.0,-32.5,15.0,1500,-1250,1001.25,636.166,183.772,18.6218,1739.01,-307.047,1431.97,-49.5523,42.0541,-5.63176,-5.63993
111,30.0,-32.5,15.0,1500,-1500,938.609,1055.31,200.235,129.226,2203.6,-340.91,1862.69,-48.1183,64.2238,9.619,9.60842
112,30.0,-32.5,17.5,750,-750,72.0334,127.524,-22.5069,-74.4957,77.2709,-124.165,-46.8943,-5.62856,10.164,3.10385,3.10912
113,30.0,-32.5,17.5,750,-1000,61.8852,361.944,-29.8907,-47.8361,310.912,-139.095,171.817,-5.19896,23.064,12.8257,12.8292
114,30.0,-32.5,17.5,750,-1250,50.4578,646.7,-43.1522,22.3935,608.884,-158.164,450.72,-4.78967,37.8359,24.3083,24.31
115,30.0,-32.5,17.5,750,-1500,4.48744,1011.71,-38.2954,116.953,977.211,-192.734,784.477,-2.72588,56.0712,38.4836,38.4826
116,30.0,-32.5,17.5,1000,-750,307.174,107.602,8.1798,-87.32,290.099,-160.529,129.57,-17.3667,9.74613,-2.87926,-2.87657
117,30.0,-32.5,17.5,1000,-1000,283.042,330.094,15.0679,-57.6351,525.609,-180.89,344.719,-16.5933,22.575,5.6897,5.69061
118,30.0,-32.5,17.5,1000,-1250,274.039,645.698,4.01912,10.7627,874.809,-199.877,674.932,-16.4379,39.3619,16.0732,16.0723
119,30.0,-32.5,17.5,1000,-1500,220.87,1022.93,21.4932,97.2252,1267.29,-238.223,1029.07,-14.526,58.3805,32.2554,32.2518
120,30.0,-32.5,17.5,1250,-750,622.851,76.1394,47.1798,-98.5737,573.011,-207.426,365.585,-31.8537,8.6674,-12.9295,-12.9297
121,30.0,-32.5,17.5,1250,-1000,640.095,293.948,21.1006,-57.0046,833.603,-212.671,620.932,-32.5352,21.9881,-5.9038,-5.90484
122,30.0,-32.5,17.5,1250,-1250,601.966,629.314,18.5212,5.41269,1178.59,-238.327,940.261,-31.6009,40.3732,6.64707,6.64413
123,30.0,-32.5,17.5,1250,-1500,533.066,1022.48,38.709,102.526,1600.41,-278.49,1321.92,-29.5761,60.7333,21.7279,21.7222
124,30.0,-32.5,17.5,1500,-750,999.267,28.546,137.382,-112.098,941.543,-276.219,665.324,-48.8809,6.87426,-25.8855,-25.8892
125,30.0,-32.5,17.5,1500,-1000,1005.79,239.19,111.792,-78.8057,1179.59,-282.507,897.079,-49.1581,19.9309,-19.9881,-19.9927
126,30.0,-32.5,17.5,1500,-1250,973.68,582.197,110.901,-20.116,1549.4,-306.031,1243.37,-48.5842,39.651,-5.70077,-5.70693
127,30.0,-32.5,17.5,1500,-1500,912.879,999.063,123.022,76.74,1994.39,-340.834,1653.56,-47.1231,61.9161,9.46522,9.45644
128,30.0,-32.5,20.0,750,-750,23.4966,87.5876,-57.4118,-105.804,-78.8934,-125.067,-203.96,-3.20791,8.15407,2.62892,2.63794
129,30.0,-32.5,20.0,750,-1000,11.416,316.12,-68.8403,-75.9557,146.145,-140.381,5.76454,-2.65828,21.3063,12.7344,12.742
130,30.0,-32.5,20.0,750,-1250,-8.05807,610.054,-74.0143,-29.1724,431.531,-161.986,269.544,-1.78028,36.6369,24.8726,24.8777
131,30.0,-32.5,20.0,750,-1500,-24.8607,957.261,-78.0688,68.4213,809.896,-189.435,620.461,-1.14939,54.4987,38.5263,38.5287
132,30.0,-32.5,20.0,1000,-750,228.855,62.4487,14.2694,-119.21,141.412,-180.96,-39.5479,-14.3965,7.30061,-3.8594,-3.85525
133,30.0,-32.5,20.0,1000,-1000,219.56,298.067,6.2225,-94.8481,381.832,-197.011,184.821,-14.0864,21.2679,5.33032,5.33334
134,30.0,-32.5,20.0,1000,-1250,221.994,588.295,-22.4909,-53.8636,676.923,-204.0,472.923,-14.2485,36.9557,16.8394,16.8409
135,30.0,-32.5,20.0,1000,-1500,183.391,959.481,-13.433,41.9326,1082.43,-240.92,841.506,-12.8095,56.1535,32.2262,32.225
136,30.0,-32.5,20.0,1250,-750,539.884,38.7,33.5319,-127.932,399.483,-220.173,179.309,-29.0002,6.71148,-11.8012,-11.799
137,30.0,-32.5,20.0,1250,-1000,526.195,254.781,32.3444,-102.304,645.104,-236.978,408.126,-28.6615,19.881,-2.63245,-2.63147
138,30.0,-32.5,20.0,1250,-1250,555.181,564.244,-14.7301,-36.2583,993.55,-239.524,754.027,-29.8592,37.5091,6.50321,6.50293
139,30.0,-32.5,20.0,1250,-1500,490.089,958.797,11.3776,38.9953,1408.29,-282.253,1126.04,-27.882,58.2045,21.4538,21.4505
140,30.0,-32.5,20.0,1500,-750,908.145,-16.7701,112.718,-143.241,747.869,-288.73,459.139,-46.056,4.46355,-27.0044,-27.006
141,30.0,-32.5,20.0,1500,-1000,939.895,212.671,75.8542,-111.931,1013.75,-289.302,724.447,-47.1865,18.7795,-17.2756,-17.278
142,30.0,-32.5,20.0,1500,-1250,934.403,520.861,50.0702,-56.2966,1352.62,-303.551,1049.07,-47.2134,36.8599,-5.95812,-5.96167
143,30.0,-32.5,20.0,1500,-1500,881.808,937.065,51.5118,27.0323,1784.66,-336.974,1447.69,-45.9507,59.3784,9.56705,9.56085
144,30.0,-32.5,22.5,750,-750,-26.5989,39.0361,-98.246,-142.085,-256.066,-125.412,-381.478,-0.631225,5.45134,1.66911,1.68366
145,30.0,-32.5,22.5,750,-1000,-36.0526,266.891,-108.034,-112.06,-27.9343,-142.393,-170.327,-0.235079,19.239,12.1255,12.1383
146,30.0,-32.5,22.5,750,-1250,-62.4806,565.089,-115.469,-59.4947,256.159,-167.98,88.1783,0.975239,35.3251,25.0165,25.0268
147,30.0,-32.5,22.5,750,-1500,-85.2407,909.445,-119.13,4.82588,599.772,-194.622,405.15,1.96582,53.103,39.0218,39.0285
148,30.0,-32.5,22.5,1000,-750,177.029,17.8279,-24.0623,-157.927,-32.4374,-182.972,-215.41,-12.0798,4.80419,-5.11842,-5.11026
149,30.0,-32.5,22.5,1000,-1000,151.271,251.142,-20.327,-128.724,207.523,-206.844,0.679428,-11.0224,19.2338,5.73588,5.74176
150,30.0,-32.5,22.5,1000,-1250,136.881,553.637,-30.9705,-91.2997,511.532,-225.32,286.212,-10.409,35.8545,17.763,17.7667
151,30.0,-32.5,22.5,1000,-1500,132.41,904.697,-55.0282,-30.6637,866.819,-241.074,625.745,-10.3224,54.1428,32.1318,32.1339
152,30.0,-32.5,22.5,1250,-750,470.388,-8.80959,24.9265,-160.088,237.248,-233.689,3.55972,-26.5754,4.1681,-12.4741,-12.4696
153,30.0,-32.5,22.5,1250,-1000,456.929,225.557,19.0912,-140.612,493.51,-250.467,243.043,-26.2313,18.7234,-1.30176,-1.29882
154,30.0,-32.5,22.5,1250,-1250,422.19,505.496,20.1064,-100.756,774.481,-277.013,497.468,-25.0663,34.7807,8.34183,8.34313
155,30.0,-32.5,22.5,1250,-1500,399.78,888.048,17.2042,-21.8042,1195.43,-306.158,889.27,-24.4031,55.4691,21.4741,21.4726
156,30.0,-32.5,22.5,1500,-750,842.799,-43.6937,64.2083,-178.953,556.615,-287.388,269.226,-43.7288,3.27143,-22.2914,-22.2898
157,30.0,-32.5,22.5,1500,-1000,847.163,182.396,42.3881,-152.417,813.964,-299.966,513.998,-44.0651,17.1468,-14.1447,-14.1446
158,30.0,-32.5,22.5,1500,-1250,871.824,462.727,8.72637,-94.2697,1154.3,-306.864,847.441,-45.1211,34.1728,-4.41966,-4.42051
159,30.0,-32.5,22.5,1500,-1500,838.517,864.449,-4.18354,-22.2959,1567.8,-333.996,1233.81,-44.3133,56.2607,9.62074,9.61765
160,30.0,-32.5,25.0,750,-750,-71.5819,-14.1811,-138.053,-188.14,-441.581,-127.205,-568.787,1.64884,2.39067,0.955054,0.9777
161,30.0,-32.5,25.0,750,-1000,-75.9092,209.565,-154.501,-152.282,-213.153,-144.436,-357.589,1.77824,16.5382,10.8145,10.8347
162,30.0,-32.5,25.0,750,-1250,-99.0721,508.782,-156.606,-94.0967,83.3819,-173.658,-90.2761,2.75185,33.3561,23.3307,23.3455
163,30.0,-32.5,25.0,750,-1500,-130.647,872.473,-168.394,-31.5059,426.232,-206.786,219.446,4.0689,52.4902,38.3603,38.3707
164,30.0,-32.5,25.0,1000,-750,126.224,-40.6532,-76.7264,-208.785,-250.546,-179.559,-430.104,-9.61456,1.53223,-6.19286,-6.17957
165,30.0,-32.5,25.0,1000,-1000,89.3639,196.48,-62.4251,-166.049,10.3047,-209.922,-199.617,-7.97895,16.5336,5.21206,5.22207
166,30.0,-32.5,25.0,1000,-1250,73.8728,497.276,-75.5057,-128.069,308.515,-229.509,79.0057,-7.31193,33.6664,17.4619,17.4705
167,30.0,-32.5,25.0,1000,-1500,50.2046,854.154,-87.6423,-67.1817,662.94,-254.861,408.079,-6.23119,52.4838,32.4458,32.4513
168,30.0,-32.5,25.0,1250,-750,385.867,-78.2967,21.2187,-219.07,20.5656,-251.502,-230.937,-23.4167,0.0475746,-14.2949,-14.2886
169,30.0,-32.5,25.0,1250,-1000,359.91,165.589,24.9931,-183.726,300.126,-277.697,22.4286,-22.5232,15.6876,-2.90235,-2.89708
170,30.0,-32.5,25.0,1250,-1250,344.907,471.632,14.7721,-151.929,605.767,-298.191,307.576,-22.0014,33.4933,7.5317,7.5357
171,30.0,-32.5,25.0,1250,-1500,345.942,823.568,-19.7096,-98.6338,967.0,-309.389,657.611,-22.092,52.6174,22.304,22.304
172,30.0,-32.5,25.0,1500,-750,749.274,-100.802,56.9512,-209.601,358.815,-306.449,52.3659,-40.5479,0.0156591,-23.1233,-23.1199
173,30.0,-32.5,25.0,1500,-1000,738.775,131.146,46.9,-190.646,610.25,-324.347,285.903,-40.3946,14.546,-13.7898,-13.7868
174,30.0,-32.5,25.0,1500,-1250,698.951,404.039,60.9285,-156.594,912.697,-353.049,559.648,-39.1792,31.1049,-1.79946,-1.79913
175,30.0,-32.5,25.0,1500,-1500,721.817,784.334,23.0536,-75.8421,1344.42,-365.362,979.054,-40.2167,52.6241,8.96998,8.9679
176,30.0,-32.5,27.5,750,-750,-109.759,-67.4078,-185.272,-229.502,-621.417,-128.53,-749.946,3.47997,-0.592011,-0.504544,-0.471955
177,30.0,-32.5,27.5,750,-1000,-115.316,182.719,-187.648,-217.968,-381.834,-148.342,-530.175,3.60254,15.6143,9.50227,9.53153
178,30.0,-32.5,27.5,750,-1250,-132.033,463.849,-201.196,-149.954,-97.8375,-178.66,-276.497,4.257,31.7677,21.4213,21.444
179,30.0,-32.5,27.5,750,-1500,-158.064,802.699,-214.308,-76.0678,233.917,-211.376,22.5406,5.28262,50.2579,35.0753,35.0886
180,30.0,-32.5,27.5,1000,-750,71.6919,-97.1015,-126.976,-240.451,-445.898,-179.126,-625.025,-6.8308,-1.67671,-7.26415,-7.24577
