,h1 [град],h2 [град],Vн [км/ч],n1 [об/мин],n2 [об/мин],ТВ1 [Н],ТВ2 [Н],RК1 [Н],RК2 [Н],R ВМГ [Н],R тела [Н],R суммарная [Н],Mвx1 [Н*м],Mвx2 [Н*м],Mx ВМГ [Н*м],Mx суммарная [Н*м]
23,35.0,-27.5,2.5,1000,-1500,498.904,964.441,412.486,261.119,2052.27,-155.22,1897.05,-30.0818,46.3655,12.5807,12.5753
24,35.0,-27.5,2.5,1250,-750,845.428,7.20086,541.884,11.4458,1316.35,-172.132,1144.22,-46.2801,3.90184,-30.7577,-30.7623
25,35.0,-27.5,2.5,1250,-1000,847.705,269.79,543.35,50.1808,1621.92,-179.29,1442.62,-46.8107,17.2576,-21.6106,-21.6156
26,35.0,-27.5,2.5,1250,-1250,845.726,579.947,559.908,119.107,2015.78,-188.611,1827.17,-47.4038,31.7607,-10.088,-10.0935
27,35.0,-27.5,2.5,1250,-1500,831.54,920.417,598.123,218.447,2470.08,-203.362,2266.72,-47.634,46.7662,0.062391,0.0562016
28,35.0,-27.5,2.5,1500,-750,1218.77,-101.881,795.064,3.40934,1785.98,-237.288,1548.69,-66.5258,-0.430821,-49.0512,-49.057
29,35.0,-27.5,2.5,1500,-1000,1216.3,129.758,813.221,35.7921,2063.72,-244.939,1818.78,-66.6813,11.7491,-40.4297,-40.436
30,35.0,-27.5,2.5,1500,-1250,1219.73,471.244,819.129,91.0373,2475.4,-253.438,2221.96,-67.368,28.7165,-27.6831,-27.6898
31,35.0,-27.5,2.5,1500,-1500,1219.73,849.841,832.615,177.628,2952.05,-264.028,2688.02,-68.1751,46.2159,-14.0089,-14.016
32,35.0,-27.5,5.0,750,-750,298.317,178.131,119.79,12.8527,581.96,-118.888,463.071,-16.9052,10.3378,-4.6839,-4.67452
33,35.0,-27.5,5.0,750,-1000,279.502,389.21,135.807,68.3991,841.528,-132.96,708.568,-16.6291,19.8227,2.28381,2.29242
34,35.0,-27.5,5.0,750,-1250,249.079,646.585,159.511,150.393,1153.77,-149.991,1003.77,-15.8068,30.9821,11.3972,11.4049
35,35.0,-27.5,5.0,750,-1500,207.725,948.542,194.924,255.773,1530.43,-170.909,1359.53,-14.3105,43.9359,22.2501,22.2565
36,35.0,-27.5,5.0,1000,-750,544.628,101.135,250.934,0.755772,842.886,-166.832,676.055,-30.0259,7.74006,-16.6293,-16.6215
37,35.0,-27.5,5.0,1000,-1000,536.519,342.719,263.423,42.5855,1132.75,-177.027,955.727,-30.1885,19.3205,-7.67505,-7.66781
38,35.0,-27.5,5.0,1000,-1250,516.982,614.672,287.858,116.604,1479.41,-193.071,1286.34,-30.0789,31.432,1.05742,1.06383
39,35.0,-27.5,5.0,1000,-1500,484.464,941.04,321.545,218.694,1888.14,-212.417,1675.73,-29.435,45.5989,12.1165,12.1218
40,35.0,-27.5,5.0,1250,-750,855.0,-11.5326,434.346,-7.43305,1184.82,-226.815,958.004,-46.7838,3.11019,-31.8899,-31.8839
41,35.0,-27.5,5.0,1250,-1000,852.207,250.288,442.636,25.2068,1485.97,-235.992,1249.97,-46.994,16.4984,-22.3066,-22.3008
42,35.0,-27.5,5.0,1250,-1250,843.857,557.445,459.682,85.8046,1862.12,-247.414,1614.71,-47.3531,30.9629,-11.3828,-11.3778
43,35.0,-27.5,5.0,1250,-1500,823.207,892.913,495.251,173.873,2292.61,-265.101,2027.51,-47.2485,45.7962,-1.21315,-1.20918
44,35.0,-27.5,5.0,1500,-750,1228.12,-119.172,681.331,-21.9317,1641.44,-300.4,1341.04,-66.7671,-1.05008,-49.6819,-49.6776
45,35.0,-27.5,5.0,1500,-1000,1229.1,108.102,679.17,14.0941,1903.11,-307.34,1595.77,-67.2857,10.8242,-41.91,-41.9063
46,35.0,-27.5,5.0,1500,-1250,1227.21,447.73,687.771,66.1834,2307.25,-317.186,1990.07,-67.8458,27.802,-28.7834,-28.7802
47,35.0,-27.5,5.0,1500,-1500,1212.49,828.371,722.467,140.34,2779.32,-332.097,2447.23,-67.961,45.4949,-14.6723,-14.67
48,35.0,-27.5,7.5,750,-750,290.369,153.428,72.392,-9.64224,477.677,-112.148,365.53,-16.6366,9.37687,-5.1817,-5.17582
49,35.0,-27.5,7.5,750,-1000,269.507,359.167,79.6769,39.736,716.743,-127.072,589.671,-16.1977,18.9133,1.89063,1.89549
50,35.0,-27.5,7.5,750,-1250,236.807,623.289,96.3479,112.883,1016.78,-146.989,869.789,-15.2147,30.2881,11.1226,11.1263
51,35.0,-27.5,7.5,750,-1500,195.097,925.466,124.78,208.287,1375.14,-171.505,1203.64,-13.6482,43.2979,21.9254,21.9276
52,35.0,-27.5,7.5,1000,-750,541.066,74.4473,183.965,-20.3172,721.466,-163.974,557.492,-29.9663,6.56971,-17.7135,-17.7095
53,35.0,-27.5,7.5,1000,-1000,529.936,315.919,191.84,13.971,997.475,-175.973,821.502,-29.9746,18.2914,-8.21135,-8.20801
54,35.0,-27.5,7.5,1000,-1250,505.621,587.289,209.978,81.8302,1326.89,-194.436,1132.45,-29.6245,30.5104,0.835641,0.837838
55,35.0,-27.5,7.5,1000,-1500,469.739,914.069,235.248,174.765,1716.19,-216.072,1500.12,-28.7573,44.7428,11.7512,11.7519
56,35.0,-27.5,7.5,1250,-750,855.311,-32.3302,345.813,-30.667,1049.05,-229.088,819.967,-46.7385,2.23417,-32.3005,-32.2987
57,35.0,-27.5,7.5,1250,-1000,850.256,223.173,350.876,-2.85459,1333.18,-238.612,1094.56,-46.9581,15.347,-23.7938,-23.7928
58,35.0,-27.5,7.5,1250,-1250,837.141,529.887,366.631,49.7614,1696.5,-253.441,1443.06,-47.0817,29.9301,-12.1043,-12.1041
59,35.0,-27.5,7.5,1250,-1500,812.865,860.696,392.959,133.027,2106.61,-273.573,1833.03,-46.8933,44.759,-1.74392,-1.74489
60,35.0,-27.5,7.5,1500,-750,1235.43,-139.129,557.981,-39.9238,1483.58,-307.696,1175.89,-67.2294,-1.79672,-50.3853,-50.386
61,35.0,-27.5,7.5,1500,-1000,1233.05,78.2444,561.056,-10.7775,1731.2,-315.202,1416.0,-67.5275,9.5399,-42.9015,-42.9028
62,35.0,-27.5,7.5,1500,-1250,1225.56,423.838,576.779,26.2665,2126.91,-327.501,1799.41,-67.6518,26.8595,-30.1904,-30.1926
63,35.0,-27.5,7.5,1500,-1500,1211.97,796.137,599.085,96.5986,2575.8,-343.685,2232.12,-67.8549,44.3017,-16.5579,-16.5609
64,35.0,-27.5,10.0,750,-750,266.102,118.603,34.8827,-18.5971,369.309,-105.865,263.445,-15.8542,7.92045,-5.08767,-5.0854
65,35.0,-27.5,10.0,750,-1000,257.762,327.487,33.1782,10.056,595.774,-116.052,479.722,-15.6687,17.7546,1.48072,1.48212
66,35.0,-27.5,10.0,750,-1250,224.709,592.569,42.5075,76.8167,883.358,-138.416,744.942,-14.617,29.3521,10.8265,10.8263
67,35.0,-27.5,10.0,750,-1500,181.995,897.399,65.4824,161.781,1226.34,-165.853,1060.48,-12.935,42.6917,21.8177,21.8159
68,35.0,-27.5,10.0,1000,-750,521.233,46.3001,139.134,-34.9371,608.47,-161.727,446.743,-29.4987,5.35364,-16.6471,-16.6474
69,35.0,-27.5,10.0,1000,-1000,519.51,283.422,131.514,-15.73,862.468,-168.721,693.747,-29.586,17.0079,-8.93797,-8.9389
70,35.0,-27.5,10.0,1000,-1250,493.78,549.26,140.55,45.6921,1169.3,-187.859,981.439,-29.0895,29.1833,0.0707788,0.0685649
71,35.0,-27.5,10.0,1000,-1500,454.782,886.183,158.585,131.771,1554.63,-212.579,1342.05,-28.0486,43.9675,11.6222,11.6185
72,35.0,-27.5,10.0,1250,-750,845.678,-52.7175,279.255,-51.5318,924.919,-228.64,696.28,-46.6668,1.4415,-32.1658,-32.1687
73,35.0,-27.5,10.0,1250,-1000,843.576,185.144,272.737,-29.889,1178.47,-235.541,942.929,-46.7777,13.6846,-25.266,-25.2694
74,35.0,-27.5,10.0,1250,-1250,828.506,495.145,282.475,13.6109,1530.87,-251.463,1279.4,-46.7554,28.5804,-12.686,-12.6905
75,35.0,-27.5,10.0,1250,-1500,799.548,824.225,302.294,92.8238,1924.12,-273.992,1650.13,-46.3446,43.5128,-1.99858,-2.00447
76,35.0,-27.5,10.0,1500,-750,1232.66,-158.907,466.923,-67.6656,1337.78,-309.069,1028.71,-67.2542,-2.49752,-49.9779,-49.9837
77,35.0,-27.5,10.0,1500,-1000,1230.44,48.9251,462.302,-41.2526,1566.41,-316.323,1250.09,-67.3815,8.34302,-43.4197,-43.4259
78,35.0,-27.5,10.0,1500,-1250,1222.31,387.555,472.09,-8.68535,1944.09,-329.472,1614.62,-67.5719,25.3309,-31.8237,-31.8309
79,35.0,-27.5,10.0,1500,-1500,1204.59,759.002,489.333,55.8921,2379.16,-348.483,2030.68,-67.6756,42.8964,-17.3681,-17.3765
80,35.0,-27.5,12.5,750,-750,236.902,91.6916,8.51028,-33.0441,271.048,-104.234,166.814,-14.5972,6.74832,-4.49163,-4.4921
81,35.0,-27.5,12.5,750,-1000,244.979,295.765,-2.47439,-16.0952,488.571,-109.202,379.369,-14.9775,16.4396,0.733017,0.73191
82,35.0,-27.5,12.5,750,-1250,215.744,545.255,0.316409,40.2362,759.144,-131.409,627.734,-14.0083,27.5802,10.0665,10.0637
83,35.0,-27.5,12.5,750,-1500,170.887,865.534,21.9681,117.199,1095.07,-162.986,932.083,-12.1993,41.5325,21.2858,21.281
84,35.0,-27.5,12.5,1000,-750,493.442,25.3993,100.845,-49.7773,504.816,-162.158,342.658,-28.483,4.40669,-15.6242,-15.6277
85,35.0,-27.5,12.5,1000,-1000,495.069,245.084,88.575,-29.8493,740.99,-169.522,571.468,-28.7013,15.399,-8.95715,-8.96136
86,35.0,-27.5,12.5,1000,-1250,482.426,517.564,84.3285,10.7567,1034.69,-182.983,851.711,-28.4537,28.0227,-0.229847,-0.235173
87,35.0,-27.5,12.5,1000,-1500,443.989,825.122,94.5593,90.1492,1387.16,-208.623,1178.54,-27.3671,41.6478,9.98806,9.98095
88,35.0,-27.5,12.5,1250,-750,818.163,-69.6853,237.401,-69.2889,816.756,-234.318,582.438,-45.8373,0.792219,-30.5945,-30.6012
89,35.0,-27.5,12.5,1250,-1000,823.985,149.431,218.924,-48.764,1045.88,-238.56,807.32,-46.1633,12.1285,-24.2854,-24.2926
90,35.0,-27.5,12.5,1250,-1250,818.528,458.438,212.719,-22.1253,1377.29,-249.516,1127.77,-46.2322,27.0801,-13.6311,-13.6392
91,35.0,-27.5,12.5,1250,-1500,787.253,788.505,224.124,52.2864,1756.69,-273.326,1483.36,-45.6814,42.2046,-2.33122,-2.34084
92,35.0,-27.5,12.5,1500,-750,1215.12,-168.988,407.607,-88.7371,1224.37,-317.253,907.116,-66.8782,-2.74201,-48.1357,-48.1455
93,35.0,-27.5,12.5,1500,-1000,1220.92,24.5967,386.993,-68.2805,1425.0,-319.971,1105.03,-67.1219,7.27488,-42.9849,-42.9952
94,35.0,-27.5,12.5,1500,-1250,1215.41,342.65,383.807,-40.344,1768.85,-331.005,1437.85,-67.2531,23.3681,-33.5085,-33.5196
95,35.0,-27.5,12.5,1500,-1500,1195.86,721.14,395.849,13.3603,2196.37,-351.26,1845.11,-67.2013,41.3987,-18.0189,-18.0313
96,35.0,-27.5,15.0,750,-750,177.899,54.1469,3.67631,-55.8754,144.921,-122.655,22.2655,-11.9738,5.13598,-4.42853,-4.42659
97,35.0,-27.5,15.0,750,-1000,192.036,250.437,-25.6386,-35.3241,347.743,-124.081,223.662,-12.7127,14.6978,2.1604,2.16164
98,35.0,-27.5,15.0,750,-1250,196.99,501.443,-37.0657,-0.88556,619.487,-130.995,488.493,-13.0221,26.1023,9.08272,9.08339
99,35.0,-27.5,15.0,750,-1500,154.02,827.459,-13.2135,63.8165,951.487,-166.671,784.816,-11.2372,40.4085,21.0791,21.0768
100,35.0,-27.5,15.0,1000,-750,452.025,-4.90918,55.231,-60.9587,373.964,-169.662,204.302,-26.9561,3.14313,-14.7294,-14.7302
101,35.0,-27.5,15.0,1000,-1000,458.269,206.443,37.5535,-45.1585,599.279,-176.179,423.1,-27.3513,13.8255,-7.82244,-7.82411
102,35.0,-27.5,15.0,1000,-1250,462.378,469.454,30.5279,-24.8286,878.207,-183.499,694.707,-27.5886,26.2165,-1.31927,-1.32169
103,35.0,-27.5,15.0,1000,-1500,427.064,781.4,32.2551,45.9491,1222.03,-209.529,1012.5,-26.5309,40.2139,9.43667,9.43234
104,35.0,-27.5,15.0,1250,-750,776.692,-97.7311,186.205,-86.1551,677.362,-245.883,431.479,-44.5115,-0.340056,-29.8217,-29.8263
105,35.0,-27.5,15.0,1250,-1000,779.546,103.251,173.257,-67.819,889.528,-252.75,636.778,-44.7799,10.0526,-23.4838,-23.489
106,35.0,-27.5,15.0,1250,-1250,785.804,400.735,153.628,-43.0646,1207.26,-260.073,947.182,-45.1866,24.7283,-14.0971,-14.1033
107,35.0,-27.5,15.0,1250,-1500,769.928,744.072,147.871,7.44393,1575.17,-276.781,1298.39,-44.9149,40.6364,-2.88888,-2.8964
108,35.0,-27.5,15.0,1500,-750,1175.78,-192.59,351.894,-108.935,1081.08,-334.045,747.038,-65.807,-3.51401,-46.4543,-46.463
109,35.0,-27.5,15.0,1500,-1000,1187.11,-1.38325,328.337,-91.1226,1279.04,-336.283,942.756,-66.3046,6.27362,-40.8643,-40.8733
110,35.0,-27.5,15.0,1500,-1250,1189.36,286.854,311.503,-64.349,1586.84,-344.027,1242.81,-66.5561,20.9749,-33.1605,-33.1703
111,35.0,-27.5,15.0,1500,-1500,1180.63,668.651,305.813,-31.1884,1994.6,-358.099,1636.51,-66.5877,39.2943,-19.473,-19.4838
112,35.0,-27.5,17.5,750,-750,129.679,-2.27647,-16.6181,-81.7311,-9.61295,-136.518,-146.131,-9.60854,2.66571,-5.49283,-5.48707
113,35.0,-27.5,17.5,750,-1000,120.64,195.71,-15.2155,-64.9883,199.596,-151.128,48.4671,-9.26796,12.563,2.93281,2.93677
114,35.0,-27.5,17.5,750,-1250,116.762,444.779,-19.1571,-38.6389,455.598,-165.45,290.148,-9.18624,24.2214,11.2511,11.2529
115,35.0,-27.5,17.5,750,-1500,124.662,772.231,-31.1656,7.19421,790.817,-172.588,618.229,-9.60311,38.5933,20.3426,20.344
116,35.0,-27.5,17.5,1000,-750,392.698,-48.682,26.5848,-77.5739,224.203,-179.147,45.0557,-24.4664,1.14811,-15.5993,-15.5974
117,35.0,-27.5,17.5,1000,-1000,397.631,155.94,6.10408,-63.7006,437.239,-185.913,251.326,-24.8415,11.5966,-7.23293,-7.23168
118,35.0,-27.5,17.5,1000,-1250,405.883,394.214,-22.7453,-40.8783,679.984,-191.549,488.435,-25.3189,23.129,-0.523985,-0.525318
119,35.0,-27.5,17.5,1000,-1500,406.924,729.917,-22.5036,-1.60433,1049.1,-205.163,843.936,-25.5359,38.4309,8.31708,8.31575
120,35.0,-27.5,17.5,1250,-750,727.255,-135.178,132.059,-100.897,519.326,-251.594,267.732,-42.6876,-1.89509,-29.2843,-29.2866
121,35.0,-27.5,17.5,1250,-1000,730.217,63.895,118.054,-87.3875,724.807,-259.897,464.91,-42.977,8.33199,-22.4595,-22.4629
122,35.0,-27.5,17.5,1250,-1250,749.083,334.173,87.2847,-65.8445,1015.68,-262.63,753.05,-43.857,21.8328,-13.8762,-13.8803
123,35.0,-27.5,17.5,1250,-1500,746.621,683.017,80.4396,-35.3371,1381.89,-275.005,1106.89,-43.9063,38.2609,-4.41423,-4.41931
124,35.0,-27.5,17.5,1500,-750,1130.97,-223.028,286.283,-129.68,915.692,-342.506,573.186,-64.373,-4.71499,-45.2358,-45.2426
125,35.0,-27.5,17.5,1500,-1000,1129.82,-50.0303,279.324,-114.167,1100.23,-350.856,749.375,-64.4901,4.08394,-40.8663,-40.8735
126,35.0,-27.5,17.5,1500,-1250,1143.02,233.802,249.337,-85.016,1401.77,-355.956,1045.82,-65.1406,18.7452,-31.4019,-31.4101
127,35.0,-27.5,17.5,1500,-1500,1144.6,596.421,233.826,-58.1592,1787.52,-366.832,1420.69,-65.4116,36.3436,-20.4084,-20.4176
128,35.0,-27.5,20.0,750,-750,91.4475,-61.0084,-52.0254,-108.589,-171.195,-142.275,-313.47,-7.4825,8.74e-05,-6.27391,-6.26526
129,35.0,-27.5,20.0,750,-1000,84.4335,141.204,-54.1865,-102.545,27.6642,-157.602,-129.938,-7.23799,10.5385,2.11186,2.11765
130,35.0,-27.5,20.0,750,-1250,72.3098,386.818,-49.7436,-65.8044,292.995,-178.238,114.757,-6.69813,22.2807,10.996,11.0004
131,35.0,-27.5,20.0,750,-1500,55.7406,718.267,-59.4267,-30.4038,595.164,-197.302,397.862,-5.83336,37.0392,21.814,21.8155
132,35.0,-27.5,20.0,1000,-750,330.826,-99.7649,6.0076,-110.459,57.1947,-191.955,-134.76,-21.6572,-1.23124,-14.9541,-14.9494
133,35.0,-27.5,20.0,1000,-1000,326.245,109.983,3.12979,-107.781,269.39,-206.524,62.8663,-21.6128,9.61265,-6.68363,-6.68025
134,35.0,-27.5,20.0,1000,-1250,330.98,394.042,-14.6088,-77.2321,573.614,-216.439,357.175,-21.9835,22.5644,1.63975,1.64162
135,35.0,-27.5,20.0,1000,-1500,338.205,662.555,-54.9756,-26.4038,859.255,-226.927,632.327,-22.4624,35.7545,10.6935,10.6942
136,35.0,-27.5,20.0,1250,-750,666.79,-171.629,86.6646,-120.086,356.284,-258.985,97.2986,-40.2579,-3.49464,-28.9289,-28.9289
137,35.0,-27.5,20.0,1250,-1000,678.604,27.1577,62.1457,-105.502,558.765,-264.329,294.437,-40.9281,6.79219,-21.1981,-21.1993
138,35.0,-27.5,20.0,1250,-1250,697.409,298.579,28.3581,-89.5515,842.642,-268.4,574.242,-41.8668,20.4923,-12.0046,-12.0059
139,35.0,-27.5,20.0,1250,-1500,687.311,604.885,18.1075,-43.5501,1176.55,-283.896,892.655,-41.6051,35.2632,-4.24882,-4.25064
140,35.0,-27.5,20.0,1500,-750,1080.73,-247.877,218.009,-154.363,743.232,-347.426,395.806,-62.5132,-5.64776,-43.0323,-43.0364
141,35.0,-27.5,20.0,1500,-1000,1080.89,-81.7299,208.034,-135.639,922.199,-356.301,565.899,-62.7394,2.79333,-39.0212,-39.027
142,35.0,-27.5,20.0,1500,-1250,1074.85,166.624,196.237,-110.331,1188.37,-367.99,820.38,-62.672,15.7101,-32.4483,-32.4546
143,35.0,-27.5,20.0,1500,-1500,1100.39,505.396,163.933,-80.332,1560.87,-373.017,1187.85,-63.8491,32.4893,-20.8323,-20.8401
144,35.0,-27.5,22.5,750,-750,42.9699,-127.573,-90.457,-132.586,-351.017,-148.668,-499.685,-4.62566,-3.05064,-7.08005,-7.05916
145,35.0,-27.5,22.5,750,-1000,25.3934,80.1612,-89.1676,-123.707,-148.246,-171.102,-319.348,-3.77498,8.00835,1.27953,1.29099
146,35.0,-27.5,22.5,750,-1250,14.0002,324.725,-91.1758,-99.1664,93.9663,-189.095,-95.1287,-3.25094,20.106,10.6115,10.6196
147,35.0,-27.5,22.5,750,-1500,10.445,637.207,-96.8264,-51.7174,404.594,-208.898,195.697,-3.18518,34.611,22.4377,22.443
148,35.0,-27.5,22.5,1000,-750,272.723,-175.397,-12.5872,-149.164,-135.865,-206.405,-342.27,-18.9357,-4.7704,-16.0014,-15.9916
149,35.0,-27.5,22.5,1000,-1000,262.97,25.3334,-17.1966,-153.228,47.6547,-225.459,-177.804,-18.6614,6.0857,-8.57272,-8.56524
150,35.0,-27.5,22.5,1000,-1250,252.837,290.018,-12.2013,-125.801,340.889,-245.502,95.3869,-18.2893,19.1909,2.86663,2.87291
151,35.0,-27.5,22.5,1000,-1500,238.915,603.459,-12.7493,-86.5545,671.899,-266.293,405.606,-17.7588,34.0356,11.7448,11.7475
152,35.0,-27.5,22.5,1250,-750,601.334,-215.425,42.3054,-140.69,178.242,-265.826,-87.5839,-37.3869,-5.54176,-27.1289,-27.125
153,35.0,-27.5,22.5,1250,-1000,591.068,-43.933,45.5879,-133.233,355.181,-281.721,73.4598,-37.1353,3.47822,-22.7142,-22.7121
154,35.0,-27.5,22.5,1250,-1250,612.176,239.985,4.24881,-112.094,650.48,-285.096,365.384,-38.2568,18.0411,-12.0955,-12.0941
155,35.0,-27.5,22.5,1250,-1500,622.474,545.581,-26.5837,-87.6071,964.74,-292.98,671.76,-38.8924,32.7534,-1.32114,-1.32083
156,35.0,-27.5,22.5,1500,-750,1009.64,-297.466,163.169,-183.592,533.315,-354.336,178.979,-59.7496,-7.72243,-42.4793,-42.4819
157,35.0,-27.5,22.5,1500,-1000,1016.76,-139.553,145.871,-163.271,707.355,-362.023,345.332,-60.2363,0.334768,-39.3942,-39.3974
158,35.0,-27.5,22.5,1500,-1250,1014.8,122.063,131.443,-138.051,987.579,-374.838,612.741,-60.362,13.7538,-30.1472,-30.1519
159,35.0,-27.5,22.5,1500,-1500,1052.51,440.217,80.8665,-122.432,1324.13,-371.37,952.758,-61.9251,29.5269,-20.9349,-20.9397
160,35.0,-27.5,25.0,750,-750,-3.77139,-180.449,-138.56,-159.256,-528.035,-155.72,-683.755,-1.84732,-5.39829,-7.12558,-7.10364
161,35.0,-27.5,25.0,750,-1000,-9.46435,-4.31135,-137.011,-180.49,-377.129,-170.126,-547.255,-1.65118,4.54332,-0.598521,-0.570228
162,35.0,-27.5,25.0,750,-1250,-24.3213,250.947,-134.075,-159.058,-127.858,-195.479,-323.337,-0.920786,17.5665,8.5268,8.54904
163,35.0,-27.5,25.0,750,-1500,-42.4178,569.101,-138.203,-102.366,193.96,-224.623,-30.6632,-0.00475489,32.4066,21.712,21.724
164,35.0,-27.5,25.0,1000,-750,227.394,-224.976,-58.7897,-170.889,-300.079,-214.658,-514.737,-16.5332,-7.17945,-15.4372,-15.4207
165,35.0,-27.5,25.0,1000,-1000,216.873,-48.4971,-53.7769,-194.571,-151.121,-232.935,-384.055,-16.1965,2.74272,-10.7019,-10.6888
166,35.0,-27.5,25.0,1000,-1250,206.123,211.405,-56.3361,-163.439,127.291,-254.666,-127.375,-15.8312,16.2399,0.638296,0.646768
167,35.0,-27.5,25.0,1000,-1500,183.663,526.965,-49.0144,-124.647,463.041,-282.223,180.818,-14.7595,31.4038,10.5961,10.6025
168,35.0,-27.5,25.0,1250,-750,537.333,-266.447,8.58778,-180.577,-15.3336,-277.107,-292.44,-34.4645,-7.95712,-25.9042,-25.8984
169,35.0,-27.5,25.0,1250,-1000,526.903,-123.913,7.95399,-184.669,115.663,-294.505,-178.842,-34.2324,1.95335,-18.1757,-18.1703
170,35.0,-27.5,25.0,1250,-1250,515.022,173.823,14.9399,-180.919,425.345,-316.228,109.117,-33.9321,15.2092,-11.8362,-11.8321
171,35.0,-27.5,25.0,1250,-1500,510.769,487.026,13.5947,-133.003,784.301,-335.58,448.72,-33.965,30.6796,-0.95405,-0.953117
172,35.0,-27.5,25.0,1500,-750,944.518,-295.311,104.51,-200.308,391.679,-360.966,30.713,-56.9985,-6.34099,-37.3254,-37.3229
173,35.0,-27.5,25.0,1500,-1000,934.854,-195.317,105.453,-195.955,498.347,-373.53,124.817,-56.7834,-1.15326,-39.2502,-39.25
174,35.0,-27.5,25.0,1500,-1250,934.087,59.2863,87.0032,-173.492,758.859,-386.056,372.803,-56.9982,11.0617,-30.7589,-30.7596
175,35.0,-27.5,25.0,1500,-1500,977.724,417.572,29.48,-146.071,1147.68,-385.292,762.392,-58.9544,29.1083,-17.7682,-17.7692
176,35.0,-27.5,27.5,750,-750,-46.6055,-228.582,-194.161,-183.625,-703.568,-162.955,-866.523,0.676588,-7.43682,-6.46595,-6.43432
177,35.0,-27.5,27.5,750,-1000,-67.5975,-77.5623,-176.462,-195.338,-564.253,-187.537,-751.79,1.74048,0.983976,-1.68441,-1.66232
178,35.0,-27.5,27.5,750,-1250,-81.7306,177.835,-178.736,-173.965,-322.542,-212.051,-534.593,2.42242,14.4501,8.33328,8.35365
